;flask;CCRT;temp_des;batch;pop;lin_temp;lat;line
1276;NE 30_18C-b2;510;18;b2;NE;NE 30_18C;-38.95161;NE 30
1277;NE 30_18C-b2;540;18;b2;NE;NE 30_18C;-38.95161;NE 30
1278;NE 30_18C-b2;540;18;b2;NE;NE 30_18C;-38.95161;NE 30
1279;NE 30_18C-b2;780;18;b2;NE;NE 30_18C;-38.95161;NE 30
1280;NE 30_18C-b2;NA;18;b2;NE;NE 30_18C;-38.95161;NE 30
1281;NE 30_25C-b2;360;25;b2;NE;NE 30_25C;-38.95161;NE 30
1282;NE 30_25C-b2;360;25;b2;NE;NE 30_25C;-38.95161;NE 30
1283;NE 30_25C-b2;420;25;b2;NE;NE 30_25C;-38.95161;NE 30
1284;NE 30_25C-b2;420;25;b2;NE;NE 30_25C;-38.95161;NE 30
1285;NE 30_25C-b2;420;25;b2;NE;NE 30_25C;-38.95161;NE 30
1286;NE 30_25C-b3;270;25;b3;NE;NE 30_25C;-38.95161;NE 30
1287;NE 30_25C-b3;270;25;b3;NE;NE 30_25C;-38.95161;NE 30
1288;NE 30_25C-b3;300;25;b3;NE;NE 30_25C;-38.95161;NE 30
1289;NE 30_25C-b3;300;25;b3;NE;NE 30_25C;-38.95161;NE 30
1290;NE 30_25C-b3;300;25;b3;NE;NE 30_25C;-38.95161;NE 30
1291;NE 30_18C-b3;420;18;b3;NE;NE 30_18C;-38.95161;NE 30
1292;NE 30_18C-b3;450;18;b3;NE;NE 30_18C;-38.95161;NE 30
1293;NE 30_18C-b3;450;18;b3;NE;NE 30_18C;-38.95161;NE 30
1294;NE 30_18C-b3;450;18;b3;NE;NE 30_18C;-38.95161;NE 30
1295;NE 30_18C-b3;NA;18;b3;NE;NE 30_18C;-38.95161;NE 30
1296;NE 35_25C-b1;240;25;b1;NE;NE 35_25C;-38.95161;NE 35
1297;NE 35_25C-b1;270;25;b1;NE;NE 35_25C;-38.95161;NE 35
1298;NE 35_25C-b1;270;25;b1;NE;NE 35_25C;-38.95161;NE 35
1299;NE 35_25C-b1;270;25;b1;NE;NE 35_25C;-38.95161;NE 35
1300;NE 35_25C-b1;NA;25;b1;NE;NE 35_25C;-38.95161;NE 35
1301;NE 35_18C-b1;510;18;b1;NE;NE 35_18C;-38.95161;NE 35
1302;NE 35_18C-b1;570;18;b1;NE;NE 35_18C;-38.95161;NE 35
1303;NE 35_18C-b1;840;18;b1;NE;NE 35_18C;-38.95161;NE 35
1304;NE 35_18C-b1;840;18;b1;NE;NE 35_18C;-38.95161;NE 35
1305;NE 35_18C-b1;NA;18;b1;NE;NE 35_18C;-38.95161;NE 35
1306;NE 35_25C-b3;300;25;b3;NE;NE 35_25C;-38.95161;NE 35
1307;NE 35_25C-b3;330;25;b3;NE;NE 35_25C;-38.95161;NE 35
1308;NE 35_25C-b3;360;25;b3;NE;NE 35_25C;-38.95161;NE 35
1309;NE 35_25C-b3;NA;25;b3;NE;NE 35_25C;-38.95161;NE 35
1310;NE 35_25C-b3;NA;25;b3;NE;NE 35_25C;-38.95161;NE 35
1311;NE 39_18C-b2;420;18;b2;NE;NE 39_18C;-38.95161;NE 39
1312;NE 39_18C-b2;480;18;b2;NE;NE 39_18C;-38.95161;NE 39
1313;NE 39_18C-b2;480;18;b2;NE;NE 39_18C;-38.95161;NE 39
1314;NE 39_18C-b2;480;18;b2;NE;NE 39_18C;-38.95161;NE 39
1315;NE 39_18C-b2;480;18;b2;NE;NE 39_18C;-38.95161;NE 39
1316;NE 39_25C-b2;510;25;b2;NE;NE 39_25C;-38.95161;NE 39
1317;NE 39_25C-b2;510;25;b2;NE;NE 39_25C;-38.95161;NE 39
1318;NE 39_25C-b2;510;25;b2;NE;NE 39_25C;-38.95161;NE 39
1319;NE 39_25C-b2;NA;25;b2;NE;NE 39_25C;-38.95161;NE 39
1320;NE 39_25C-b2;NA;25;b2;NE;NE 39_25C;-38.95161;NE 39
1321;NE 39_25C-b3;240;25;b3;NE;NE 39_25C;-38.95161;NE 39
1322;NE 39_25C-b3;240;25;b3;NE;NE 39_25C;-38.95161;NE 39
1323;NE 39_25C-b3;240;25;b3;NE;NE 39_25C;-38.95161;NE 39
1324;NE 39_25C-b3;390;25;b3;NE;NE 39_25C;-38.95161;NE 39
1325;NE 39_25C-b3;390;25;b3;NE;NE 39_25C;-38.95161;NE 39
1326;NE 39_18C-b5;360;18;b5;NE;NE 39_18C;-38.95161;NE 39
1327;NE 39_18C-b5;450;18;b5;NE;NE 39_18C;-38.95161;NE 39
1328;NE 39_18C-b5;450;18;b5;NE;NE 39_18C;-38.95161;NE 39
1329;NE 39_18C-b5;450;18;b5;NE;NE 39_18C;-38.95161;NE 39
1330;NE 39_18C-b5;480;18;b5;NE;NE 39_18C;-38.95161;NE 39
1331;NE 44_18C-b2;390;18;b2;NE;NE 44_18C;-38.95161;NE 44
1332;NE 44_18C-b2;450;18;b2;NE;NE 44_18C;-38.95161;NE 44
1333;NE 44_18C-b2;600;18;b2;NE;NE 44_18C;-38.95161;NE 44
1334;NE 44_18C-b2;600;18;b2;NE;NE 44_18C;-38.95161;NE 44
1335;NE 44_18C-b2;600;18;b2;NE;NE 44_18C;-38.95161;NE 44
1336;NE 44_25C-b2;330;25;b2;NE;NE 44_25C;-38.95161;NE 44
1337;NE 44_25C-b2;330;25;b2;NE;NE 44_25C;-38.95161;NE 44
1338;NE 44_25C-b2;330;25;b2;NE;NE 44_25C;-38.95161;NE 44
1339;NE 44_25C-b2;NA;25;b2;NE;NE 44_25C;-38.95161;NE 44
1340;NE 44_25C-b2;NA;25;b2;NE;NE 44_25C;-38.95161;NE 44
1341;NE 44_25C-b3;300;25;b3;NE;NE 44_25C;-38.95161;NE 44
1342;NE 44_25C-b3;360;25;b3;NE;NE 44_25C;-38.95161;NE 44
1343;NE 44_25C-b3;360;25;b3;NE;NE 44_25C;-38.95161;NE 44
1344;NE 44_25C-b3;360;25;b3;NE;NE 44_25C;-38.95161;NE 44
1345;NE 44_25C-b3;NA;25;b3;NE;NE 44_25C;-38.95161;NE 44
1346;NE 44_25C-b4;300;25;b4;NE;NE 44_25C;-38.95161;NE 44
1347;NE 44_25C-b4;300;25;b4;NE;NE 44_25C;-38.95161;NE 44
1348;NE 44_25C-b4;330;25;b4;NE;NE 44_25C;-38.95161;NE 44
1349;NE 44_25C-b4;330;25;b4;NE;NE 44_25C;-38.95161;NE 44
1350;NE 44_25C-b4;330;25;b4;NE;NE 44_25C;-38.95161;NE 44
1351;NE 44_18C-b5;330;18;b5;NE;NE 44_18C;-38.95161;NE 44
1352;NE 44_18C-b5;360;18;b5;NE;NE 44_18C;-38.95161;NE 44
1353;NE 44_18C-b5;360;18;b5;NE;NE 44_18C;-38.95161;NE 44
1354;NE 44_18C-b5;360;18;b5;NE;NE 44_18C;-38.95161;NE 44
1355;NE 44_18C-b5;390;18;b5;NE;NE 44_18C;-38.95161;NE 44
1356;NE 47_18C-b2;420;18;b2;NE;NE 47_18C;-38.95161;NE 47
1357;NE 47_18C-b2;420;18;b2;NE;NE 47_18C;-38.95161;NE 47
1358;NE 47_18C-b2;540;18;b2;NE;NE 47_18C;-38.95161;NE 47
1359;NE 47_18C-b2;600;18;b2;NE;NE 47_18C;-38.95161;NE 47
1360;NE 47_18C-b2;600;18;b2;NE;NE 47_18C;-38.95161;NE 47
1361;NE 47_25C-b2;330;25;b2;NE;NE 47_25C;-38.95161;NE 47
1362;NE 47_25C-b2;360;25;b2;NE;NE 47_25C;-38.95161;NE 47
1363;NE 47_25C-b2;360;25;b2;NE;NE 47_25C;-38.95161;NE 47
1364;NE 47_25C-b2;390;25;b2;NE;NE 47_25C;-38.95161;NE 47
1365;NE 47_25C-b2;390;25;b2;NE;NE 47_25C;-38.95161;NE 47
1366;NE 47_18C-b3;330;18;b3;NE;NE 47_18C;-38.95161;NE 47
1367;NE 47_18C-b3;750;18;b3;NE;NE 47_18C;-38.95161;NE 47
1368;NE 47_18C-b3;NA;18;b3;NE;NE 47_18C;-38.95161;NE 47
1369;NE 47_18C-b3;NA;18;b3;NE;NE 47_18C;-38.95161;NE 47
1370;NE 47_18C-b3;NA;18;b3;NE;NE 47_18C;-38.95161;NE 47
1371;NE 47_25C-b3;300;25;b3;NE;NE 47_25C;-38.95161;NE 47
1372;NE 47_25C-b3;300;25;b3;NE;NE 47_25C;-38.95161;NE 47
1373;NE 47_25C-b3;300;25;b3;NE;NE 47_25C;-38.95161;NE 47
1374;NE 47_25C-b3;330;25;b3;NE;NE 47_25C;-38.95161;NE 47
1375;NE 47_25C-b3;NA;25;b3;NE;NE 47_25C;-38.95161;NE 47
1376;NE 47_25C-b4;360;25;b4;NE;NE 47_25C;-38.95161;NE 47
1377;NE 47_25C-b4;390;25;b4;NE;NE 47_25C;-38.95161;NE 47
1378;NE 47_25C-b4;390;25;b4;NE;NE 47_25C;-38.95161;NE 47
1379;NE 47_25C-b4;420;25;b4;NE;NE 47_25C;-38.95161;NE 47
1380;NE 47_25C-b4;420;25;b4;NE;NE 47_25C;-38.95161;NE 47
1381;PE 01_18C-b1;360;18;b1;PE;PE 01_18C;-31.776;PE 01
1382;PE 01_18C-b1;1110;18;b1;PE;PE 01_18C;-31.776;PE 01
1383;PE 01_18C-b1;1110;18;b1;PE;PE 01_18C;-31.776;PE 01
1384;PE 01_18C-b1;1140;18;b1;PE;PE 01_18C;-31.776;PE 01
1385;PE 01_18C-b1;1140;18;b1;PE;PE 01_18C;-31.776;PE 01
1386;PE 01_25C-b1;600;25;b1;PE;PE 01_25C;-31.776;PE 01
1387;PE 01_25C-b1;660;25;b1;PE;PE 01_25C;-31.776;PE 01
1388;PE 01_25C-b1;720;25;b1;PE;PE 01_25C;-31.776;PE 01
1389;PE 01_25C-b1;720;25;b1;PE;PE 01_25C;-31.776;PE 01
1390;PE 01_25C-b1;NA;25;b1;PE;PE 01_25C;-31.776;PE 01
1391;PE 01_18C-b2;510;18;b2;PE;PE 01_18C;-31.776;PE 01
1392;PE 01_18C-b2;570;18;b2;PE;PE 01_18C;-31.776;PE 01
1393;PE 01_18C-b2;750;18;b2;PE;PE 01_18C;-31.776;PE 01
1394;PE 01_18C-b2;870;18;b2;PE;PE 01_18C;-31.776;PE 01
1395;PE 01_18C-b2;900;18;b2;PE;PE 01_18C;-31.776;PE 01
1396;PE 01_25C-b2;360;25;b2;PE;PE 01_25C;-31.776;PE 01
1397;PE 01_25C-b2;540;25;b2;PE;PE 01_25C;-31.776;PE 01
1398;PE 01_25C-b2;540;25;b2;PE;PE 01_25C;-31.776;PE 01
1399;PE 01_25C-b2;NA;25;b2;PE;PE 01_25C;-31.776;PE 01
1400;PE 01_25C-b2;NA;25;b2;PE;PE 01_25C;-31.776;PE 01
1401;PE 01_18C-b3;630;18;b3;PE;PE 01_18C;-31.776;PE 01
1402;PE 01_18C-b3;660;18;b3;PE;PE 01_18C;-31.776;PE 01
1403;PE 01_18C-b3;960;18;b3;PE;PE 01_18C;-31.776;PE 01
1404;PE 01_18C-b3;960;18;b3;PE;PE 01_18C;-31.776;PE 01
1405;PE 01_18C-b3;NA;18;b3;PE;PE 01_18C;-31.776;PE 01
1406;PE 01_25C-b3;390;25;b3;PE;PE 01_25C;-31.776;PE 01
1407;PE 01_25C-b3;420;25;b3;PE;PE 01_25C;-31.776;PE 01
1408;PE 01_25C-b3;480;25;b3;PE;PE 01_25C;-31.776;PE 01
1409;PE 01_25C-b3;480;25;b3;PE;PE 01_25C;-31.776;PE 01
1410;PE 01_25C-b3;NA;25;b3;PE;PE 01_25C;-31.776;PE 01
1411;PE 02_18C-b1;540;18;b1;PE;PE 02_18C;-31.776;PE 02
1412;PE 02_18C-b1;540;18;b1;PE;PE 02_18C;-31.776;PE 02
1413;PE 02_18C-b1;540;18;b1;PE;PE 02_18C;-31.776;PE 02
1414;PE 02_18C-b1;690;18;b1;PE;PE 02_18C;-31.776;PE 02
1415;PE 02_18C-b1;NA;18;b1;PE;PE 02_18C;-31.776;PE 02
1416;PE 02_25C-b1;300;25;b1;PE;PE 02_25C;-31.776;PE 02
1417;PE 02_25C-b1;360;25;b1;PE;PE 02_25C;-31.776;PE 02
1418;PE 02_25C-b1;570;25;b1;PE;PE 02_25C;-31.776;PE 02
1419;PE 02_25C-b1;630;25;b1;PE;PE 02_25C;-31.776;PE 02
1420;PE 02_25C-b1;630;25;b1;PE;PE 02_25C;-31.776;PE 02
1421;PE 02_25C-b2;270;25;b2;PE;PE 02_25C;-31.776;PE 02
1422;PE 02_25C-b2;300;25;b2;PE;PE 02_25C;-31.776;PE 02
1423;PE 02_25C-b2;300;25;b2;PE;PE 02_25C;-31.776;PE 02
1424;PE 02_25C-b2;330;25;b2;PE;PE 02_25C;-31.776;PE 02
1425;PE 02_25C-b2;NA;25;b2;PE;PE 02_25C;-31.776;PE 02
1426;PE 02_18C-b2;360;18;b2;PE;PE 02_18C;-31.776;PE 02
1427;PE 02_18C-b2;510;18;b2;PE;PE 02_18C;-31.776;PE 02
1428;PE 02_18C-b2;510;18;b2;PE;PE 02_18C;-31.776;PE 02
1429;PE 02_18C-b2;630;18;b2;PE;PE 02_18C;-31.776;PE 02
1430;PE 02_18C-b2;NA;18;b2;PE;PE 02_18C;-31.776;PE 02
1431;PE 02_25C-b3;390;25;b3;PE;PE 02_25C;-31.776;PE 02
1432;PE 02_25C-b3;390;25;b3;PE;PE 02_25C;-31.776;PE 02
1433;PE 02_25C-b3;600;25;b3;PE;PE 02_25C;-31.776;PE 02
1434;PE 02_25C-b3;NA;25;b3;PE;PE 02_25C;-31.776;PE 02
1435;PE 02_25C-b3;NA;25;b3;PE;PE 02_25C;-31.776;PE 02
1436;PE 02_18C-b3;540;18;b3;PE;PE 02_18C;-31.776;PE 02
1437;PE 02_18C-b3;570;18;b3;PE;PE 02_18C;-31.776;PE 02
1438;PE 02_18C-b3;600;18;b3;PE;PE 02_18C;-31.776;PE 02
1439;PE 02_18C-b3;600;18;b3;PE;PE 02_18C;-31.776;PE 02
1440;PE 02_18C-b3;720;18;b3;PE;PE 02_18C;-31.776;PE 02
1441;PE 03_18C-b2;480;18;b2;PE;PE 03_18C;-31.776;PE 03
1442;PE 03_18C-b2;540;18;b2;PE;PE 03_18C;-31.776;PE 03
1443;PE 03_18C-b2;570;18;b2;PE;PE 03_18C;-31.776;PE 03
1444;PE 03_18C-b2;660;18;b2;PE;PE 03_18C;-31.776;PE 03
1445;PE 03_18C-b2;690;18;b2;PE;PE 03_18C;-31.776;PE 03
1446;PE 03_25C-b2;420;25;b2;PE;PE 03_25C;-31.776;PE 03
1447;PE 03_25C-b2;480;25;b2;PE;PE 03_25C;-31.776;PE 03
1448;PE 03_25C-b2;630;25;b2;PE;PE 03_25C;-31.776;PE 03
1449;PE 03_25C-b2;660;25;b2;PE;PE 03_25C;-31.776;PE 03
1450;PE 03_25C-b2;NA;25;b2;PE;PE 03_25C;-31.776;PE 03
1451;PE 03_25C-b3;270;25;b3;PE;PE 03_25C;-31.776;PE 03
1452;PE 03_25C-b3;300;25;b3;PE;PE 03_25C;-31.776;PE 03
1453;PE 03_25C-b3;330;25;b3;PE;PE 03_25C;-31.776;PE 03
1454;PE 03_25C-b3;330;25;b3;PE;PE 03_25C;-31.776;PE 03
1455;PE 03_25C-b3;360;25;b3;PE;PE 03_25C;-31.776;PE 03
1456;PE 03_18C-b4;300;18;b4;PE;PE 03_18C;-31.776;PE 03
1457;PE 03_18C-b4;420;18;b4;PE;PE 03_18C;-31.776;PE 03
1458;PE 03_18C-b4;420;18;b4;PE;PE 03_18C;-31.776;PE 03
1459;PE 03_18C-b4;480;18;b4;PE;PE 03_18C;-31.776;PE 03
1460;PE 03_18C-b4;NA;18;b4;PE;PE 03_18C;-31.776;PE 03
1461;PE 04_18C-b1;540;18;b1;PE;PE 04_18C;-31.776;PE 04
1462;PE 04_18C-b1;630;18;b1;PE;PE 04_18C;-31.776;PE 04
1463;PE 04_18C-b1;720;18;b1;PE;PE 04_18C;-31.776;PE 04
1464;PE 04_18C-b1;720;18;b1;PE;PE 04_18C;-31.776;PE 04
1465;PE 04_18C-b1;750;18;b1;PE;PE 04_18C;-31.776;PE 04
1466;PE 04_25C-b1;390;25;b1;PE;PE 04_25C;-31.776;PE 04
1467;PE 04_25C-b1;420;25;b1;PE;PE 04_25C;-31.776;PE 04
1468;PE 04_25C-b1;600;25;b1;PE;PE 04_25C;-31.776;PE 04
1469;PE 04_25C-b1;600;25;b1;PE;PE 04_25C;-31.776;PE 04
1470;PE 04_25C-b1;600;25;b1;PE;PE 04_25C;-31.776;PE 04
1471;PE 04_18C-b2;540;18;b2;PE;PE 04_18C;-31.776;PE 04
1472;PE 04_18C-b2;630;18;b2;PE;PE 04_18C;-31.776;PE 04
1473;PE 04_18C-b2;630;18;b2;PE;PE 04_18C;-31.776;PE 04
1474;PE 04_18C-b2;870;18;b2;PE;PE 04_18C;-31.776;PE 04
1475;PE 04_18C-b2;870;18;b2;PE;PE 04_18C;-31.776;PE 04
1476;PE 04_25C-b2;450;25;b2;PE;PE 04_25C;-31.776;PE 04
1477;PE 04_25C-b2;480;25;b2;PE;PE 04_25C;-31.776;PE 04
1478;PE 04_25C-b2;510;25;b2;PE;PE 04_25C;-31.776;PE 04
1479;PE 04_25C-b2;870;25;b2;PE;PE 04_25C;-31.776;PE 04
1480;PE 04_25C-b2;NA;25;b2;PE;PE 04_25C;-31.776;PE 04
1481;PE 04_18C-b3;570;18;b3;PE;PE 04_18C;-31.776;PE 04
1482;PE 04_18C-b3;570;18;b3;PE;PE 04_18C;-31.776;PE 04
1483;PE 04_18C-b3;570;18;b3;PE;PE 04_18C;-31.776;PE 04
1484;PE 04_18C-b3;600;18;b3;PE;PE 04_18C;-31.776;PE 04
1485;PE 04_18C-b3;750;18;b3;PE;PE 04_18C;-31.776;PE 04
1486;PE 05_25C-b1;330;25;b1;PE;PE 05_25C;-31.776;PE 05
1487;PE 05_25C-b1;510;25;b1;PE;PE 05_25C;-31.776;PE 05
1488;PE 05_25C-b1;810;25;b1;PE;PE 05_25C;-31.776;PE 05
1489;PE 05_25C-b1;810;25;b1;PE;PE 05_25C;-31.776;PE 05
1490;PE 05_25C-b1;1080;25;b1;PE;PE 05_25C;-31.776;PE 05
1491;PE 05_25C-b2;480;25;b2;PE;PE 05_25C;-31.776;PE 05
1492;PE 05_25C-b2;510;25;b2;PE;PE 05_25C;-31.776;PE 05
1493;PE 05_25C-b2;510;25;b2;PE;PE 05_25C;-31.776;PE 05
1494;PE 05_25C-b2;690;25;b2;PE;PE 05_25C;-31.776;PE 05
1495;PE 05_25C-b2;690;25;b2;PE;PE 05_25C;-31.776;PE 05
1496;PE 05_18C-b3;420;18;b3;PE;PE 05_18C;-31.776;PE 05
1497;PE 05_18C-b3;420;18;b3;PE;PE 05_18C;-31.776;PE 05
1498;PE 05_18C-b3;420;18;b3;PE;PE 05_18C;-31.776;PE 05
1499;PE 05_18C-b3;510;18;b3;PE;PE 05_18C;-31.776;PE 05
1500;PE 05_18C-b3;690;18;b3;PE;PE 05_18C;-31.776;PE 05
1501;PE 05_18C-b4;390;18;b4;PE;PE 05_18C;-31.776;PE 05
1502;PE 05_18C-b4;450;18;b4;PE;PE 05_18C;-31.776;PE 05
1503;PE 05_18C-b4;480;18;b4;PE;PE 05_18C;-31.776;PE 05
1504;PE 05_18C-b4;480;18;b4;PE;PE 05_18C;-31.776;PE 05
1505;PE 05_18C-b4;480;18;b4;PE;PE 05_18C;-31.776;PE 05
1506;PE 06_18C-b1;450;18;b1;PE;PE 06_18C;-31.776;PE 06
1507;PE 06_18C-b1;450;18;b1;PE;PE 06_18C;-31.776;PE 06
1508;PE 06_18C-b1;450;18;b1;PE;PE 06_18C;-31.776;PE 06
1509;PE 06_18C-b1;600;18;b1;PE;PE 06_18C;-31.776;PE 06
1510;PE 06_18C-b1;780;18;b1;PE;PE 06_18C;-31.776;PE 06
1511;PE 06_25C-b1;300;25;b1;PE;PE 06_25C;-31.776;PE 06
1512;PE 06_25C-b1;300;25;b1;PE;PE 06_25C;-31.776;PE 06
1513;PE 06_25C-b1;510;25;b1;PE;PE 06_25C;-31.776;PE 06
1514;PE 06_25C-b1;510;25;b1;PE;PE 06_25C;-31.776;PE 06
1515;PE 06_25C-b1;540;25;b1;PE;PE 06_25C;-31.776;PE 06
1516;PE 06_18C-b3;600;18;b3;PE;PE 06_18C;-31.776;PE 06
1517;PE 06_18C-b3;600;18;b3;PE;PE 06_18C;-31.776;PE 06
1518;PE 06_18C-b3;NA;18;b3;PE;PE 06_18C;-31.776;PE 06
1519;PE 06_18C-b3;NA;18;b3;PE;PE 06_18C;-31.776;PE 06
1520;PE 06_18C-b3;NA;18;b3;PE;PE 06_18C;-31.776;PE 06
1521;PE 06_25C-b3;420;25;b3;PE;PE 06_25C;-31.776;PE 06
1522;PE 06_25C-b3;510;25;b3;PE;PE 06_25C;-31.776;PE 06
1523;PE 06_25C-b3;510;25;b3;PE;PE 06_25C;-31.776;PE 06
1524;PE 06_25C-b3;510;25;b3;PE;PE 06_25C;-31.776;PE 06
1525;PE 06_25C-b3;NA;25;b3;PE;PE 06_25C;-31.776;PE 06
1526;PE 06_18C-b4;480;18;b4;PE;PE 06_18C;-31.776;PE 06
1527;PE 06_18C-b4;540;18;b4;PE;PE 06_18C;-31.776;PE 06
1528;PE 06_18C-b4;570;18;b4;PE;PE 06_18C;-31.776;PE 06
1529;PE 06_18C-b4;630;18;b4;PE;PE 06_18C;-31.776;PE 06
1530;PE 06_18C-b4;630;18;b4;PE;PE 06_18C;-31.776;PE 06
1531;PE 06_25C-b5;360;25;b5;PE;PE 06_25C;-31.776;PE 06
1532;PE 06_25C-b5;390;25;b5;PE;PE 06_25C;-31.776;PE 06
1533;PE 06_25C-b5;420;25;b5;PE;PE 06_25C;-31.776;PE 06
1534;PE 06_25C-b5;420;25;b5;PE;PE 06_25C;-31.776;PE 06
1535;PE 06_25C-b5;480;25;b5;PE;PE 06_25C;-31.776;PE 06
1536;PE 08_18C-b1;300;18;b1;PE;PE 08_18C;-31.776;PE 08
1537;PE 08_18C-b1;300;18;b1;PE;PE 08_18C;-31.776;PE 08
1538;PE 08_18C-b1;360;18;b1;PE;PE 08_18C;-31.776;PE 08
1539;PE 08_18C-b1;360;18;b1;PE;PE 08_18C;-31.776;PE 08
1540;PE 08_18C-b1;420;18;b1;PE;PE 08_18C;-31.776;PE 08
1541;PE 08_18C-b2;480;18;b2;PE;PE 08_18C;-31.776;PE 08
1542;PE 08_18C-b2;510;18;b2;PE;PE 08_18C;-31.776;PE 08
1543;PE 08_18C-b2;570;18;b2;PE;PE 08_18C;-31.776;PE 08
1544;PE 08_18C-b2;570;18;b2;PE;PE 08_18C;-31.776;PE 08
1545;PE 08_18C-b2;570;18;b2;PE;PE 08_18C;-31.776;PE 08
1546;PE 08_25C-b2;450;25;b2;PE;PE 08_25C;-31.776;PE 08
1547;PE 08_25C-b2;480;25;b2;PE;PE 08_25C;-31.776;PE 08
1548;PE 08_25C-b2;510;25;b2;PE;PE 08_25C;-31.776;PE 08
1549;PE 08_25C-b2;570;25;b2;PE;PE 08_25C;-31.776;PE 08
1550;PE 08_25C-b2;630;25;b2;PE;PE 08_25C;-31.776;PE 08
1551;PE 08_25C-b4;420;25;b4;PE;PE 08_25C;-31.776;PE 08
1552;PE 08_25C-b4;420;25;b4;PE;PE 08_25C;-31.776;PE 08
1553;PE 08_25C-b4;420;25;b4;PE;PE 08_25C;-31.776;PE 08
1554;PE 08_25C-b4;450;25;b4;PE;PE 08_25C;-31.776;PE 08
1555;PE 08_25C-b4;450;25;b4;PE;PE 08_25C;-31.776;PE 08
1556;PE 08_18C-b4;330;18;b4;PE;PE 08_18C;-31.776;PE 08
1557;PE 08_18C-b4;450;18;b4;PE;PE 08_18C;-31.776;PE 08
1558;PE 08_18C-b4;480;18;b4;PE;PE 08_18C;-31.776;PE 08
1559;PE 08_18C-b4;480;18;b4;PE;PE 08_18C;-31.776;PE 08
1560;PE 08_18C-b4;NA;18;b4;PE;PE 08_18C;-31.776;PE 08
1561;PE 10_18C-b1;300;18;b1;PE;PE 10_18C;-31.776;PE 10
1562;PE 10_18C-b1;510;18;b1;PE;PE 10_18C;-31.776;PE 10
1563;PE 10_18C-b1;540;18;b1;PE;PE 10_18C;-31.776;PE 10
1564;PE 10_18C-b1;570;18;b1;PE;PE 10_18C;-31.776;PE 10
1565;PE 10_18C-b1;630;18;b1;PE;PE 10_18C;-31.776;PE 10
1566;PE 10_18C-b2;480;18;b2;PE;PE 10_18C;-31.776;PE 10
1567;PE 10_18C-b2;540;18;b2;PE;PE 10_18C;-31.776;PE 10
1568;PE 10_18C-b2;540;18;b2;PE;PE 10_18C;-31.776;PE 10
1569;PE 10_18C-b2;570;18;b2;PE;PE 10_18C;-31.776;PE 10
1570;PE 10_18C-b2;NA;18;b2;PE;PE 10_18C;-31.776;PE 10
1571;PE 10_25C-b2;420;25;b2;PE;PE 10_25C;-31.776;PE 10
1572;PE 10_25C-b2;420;25;b2;PE;PE 10_25C;-31.776;PE 10
1573;PE 10_25C-b2;450;25;b2;PE;PE 10_25C;-31.776;PE 10
1574;PE 10_25C-b2;450;25;b2;PE;PE 10_25C;-31.776;PE 10
1575;PE 10_25C-b2;NA;25;b2;PE;PE 10_25C;-31.776;PE 10
1576;PE 10_25C-b4;300;25;b4;PE;PE 10_25C;-31.776;PE 10
1577;PE 10_25C-b4;300;25;b4;PE;PE 10_25C;-31.776;PE 10
1578;PE 10_25C-b4;300;25;b4;PE;PE 10_25C;-31.776;PE 10
1579;PE 10_25C-b4;360;25;b4;PE;PE 10_25C;-31.776;PE 10
1580;PE 10_25C-b4;360;25;b4;PE;PE 10_25C;-31.776;PE 10
1581;PE 10_18C-b4;420;18;b4;PE;PE 10_18C;-31.776;PE 10
1582;PE 10_18C-b4;420;18;b4;PE;PE 10_18C;-31.776;PE 10
1583;PE 10_18C-b4;480;18;b4;PE;PE 10_18C;-31.776;PE 10
1584;PE 10_18C-b4;570;18;b4;PE;PE 10_18C;-31.776;PE 10
1585;PE 10_18C-b4;600;18;b4;PE;PE 10_18C;-31.776;PE 10
1586;PE 10_25C-b5;330;25;b5;PE;PE 10_25C;-31.776;PE 10
1587;PE 10_25C-b5;330;25;b5;PE;PE 10_25C;-31.776;PE 10
1588;PE 10_25C-b5;360;25;b5;PE;PE 10_25C;-31.776;PE 10
1589;PE 10_25C-b5;450;25;b5;PE;PE 10_25C;-31.776;PE 10
1590;PE 10_25C-b5;480;25;b5;PE;PE 10_25C;-31.776;PE 10
1591;PE 11_18C-b1;420;18;b1;PE;PE 11_18C;-31.776;PE 11
1592;PE 11_18C-b1;480;18;b1;PE;PE 11_18C;-31.776;PE 11
1593;PE 11_18C-b1;540;18;b1;PE;PE 11_18C;-31.776;PE 11
1594;PE 11_18C-b1;540;18;b1;PE;PE 11_18C;-31.776;PE 11
1595;PE 11_18C-b1;600;18;b1;PE;PE 11_18C;-31.776;PE 11
1596;PE 11_25C-b1;360;25;b1;PE;PE 11_25C;-31.776;PE 11
1597;PE 11_25C-b1;360;25;b1;PE;PE 11_25C;-31.776;PE 11
1598;PE 11_25C-b1;390;25;b1;PE;PE 11_25C;-31.776;PE 11
1599;PE 11_25C-b1;NA;25;b1;PE;PE 11_25C;-31.776;PE 11
1600;PE 11_25C-b1;NA;25;b1;PE;PE 11_25C;-31.776;PE 11
1601;PE 11_25C-b4;360;25;b4;PE;PE 11_25C;-31.776;PE 11
1602;PE 11_25C-b4;360;25;b4;PE;PE 11_25C;-31.776;PE 11
1603;PE 11_25C-b4;360;25;b4;PE;PE 11_25C;-31.776;PE 11
1604;PE 11_25C-b4;480;25;b4;PE;PE 11_25C;-31.776;PE 11
