;flask;CCRT;temp_des;batch;pop;lin_temp;lat;line
951;NE 09_18C-b4;540;18;b4;NE;NE 09_18C;-38.95161;NE 09
952;NE 09_18C-b4;570;18;b4;NE;NE 09_18C;-38.95161;NE 09
953;NE 09_18C-b4;600;18;b4;NE;NE 09_18C;-38.95161;NE 09
954;NE 09_18C-b4;600;18;b4;NE;NE 09_18C;-38.95161;NE 09
955;NE 09_18C-b4;690;18;b4;NE;NE 09_18C;-38.95161;NE 09
956;NE 10_18C-b1;420;18;b1;NE;NE 10_18C;-38.95161;NE 10
957;NE 10_18C-b1;450;18;b1;NE;NE 10_18C;-38.95161;NE 10
958;NE 10_18C-b1;570;18;b1;NE;NE 10_18C;-38.95161;NE 10
959;NE 10_18C-b1;570;18;b1;NE;NE 10_18C;-38.95161;NE 10
960;NE 10_18C-b1;720;18;b1;NE;NE 10_18C;-38.95161;NE 10
961;NE 10_18C-b2;510;18;b2;NE;NE 10_18C;-38.95161;NE 10
962;NE 10_18C-b2;630;18;b2;NE;NE 10_18C;-38.95161;NE 10
963;NE 10_18C-b2;630;18;b2;NE;NE 10_18C;-38.95161;NE 10
964;NE 10_18C-b2;630;18;b2;NE;NE 10_18C;-38.95161;NE 10
965;NE 10_18C-b2;NA;18;b2;NE;NE 10_18C;-38.95161;NE 10
966;NE 10_25C-b2;300;25;b2;NE;NE 10_25C;-38.95161;NE 10
967;NE 10_25C-b2;300;25;b2;NE;NE 10_25C;-38.95161;NE 10
968;NE 10_25C-b2;330;25;b2;NE;NE 10_25C;-38.95161;NE 10
969;NE 10_25C-b2;390;25;b2;NE;NE 10_25C;-38.95161;NE 10
970;NE 10_25C-b2;510;25;b2;NE;NE 10_25C;-38.95161;NE 10
971;NE 10_25C-b4;240;25;b4;NE;NE 10_25C;-38.95161;NE 10
972;NE 10_25C-b4;240;25;b4;NE;NE 10_25C;-38.95161;NE 10
973;NE 10_25C-b4;240;25;b4;NE;NE 10_25C;-38.95161;NE 10
974;NE 10_25C-b4;270;25;b4;NE;NE 10_25C;-38.95161;NE 10
975;NE 10_25C-b4;300;25;b4;NE;NE 10_25C;-38.95161;NE 10
976;NE 10_25C-b5;300;25;b5;NE;NE 10_25C;-38.95161;NE 10
977;NE 10_25C-b5;300;25;b5;NE;NE 10_25C;-38.95161;NE 10
978;NE 10_25C-b5;300;25;b5;NE;NE 10_25C;-38.95161;NE 10
979;NE 10_25C-b5;330;25;b5;NE;NE 10_25C;-38.95161;NE 10
980;NE 10_25C-b5;330;25;b5;NE;NE 10_25C;-38.95161;NE 10
981;NE 12_18C-b1;540;18;b1;NE;NE 12_18C;-38.95161;NE 12
982;NE 12_18C-b1;600;18;b1;NE;NE 12_18C;-38.95161;NE 12
983;NE 12_18C-b1;600;18;b1;NE;NE 12_18C;-38.95161;NE 12
984;NE 12_18C-b1;660;18;b1;NE;NE 12_18C;-38.95161;NE 12
985;NE 12_18C-b1;750;18;b1;NE;NE 12_18C;-38.95161;NE 12
986;NE 12_25C-b1;270;25;b1;NE;NE 12_25C;-38.95161;NE 12
987;NE 12_25C-b1;390;25;b1;NE;NE 12_25C;-38.95161;NE 12
988;NE 12_25C-b1;570;25;b1;NE;NE 12_25C;-38.95161;NE 12
989;NE 12_25C-b1;600;25;b1;NE;NE 12_25C;-38.95161;NE 12
990;NE 12_25C-b1;630;25;b1;NE;NE 12_25C;-38.95161;NE 12
991;NE 12_18C-b4;420;18;b4;NE;NE 12_18C;-38.95161;NE 12
992;NE 12_18C-b4;420;18;b4;NE;NE 12_18C;-38.95161;NE 12
993;NE 12_18C-b4;450;18;b4;NE;NE 12_18C;-38.95161;NE 12
994;NE 12_18C-b4;450;18;b4;NE;NE 12_18C;-38.95161;NE 12
995;NE 12_18C-b4;NA;18;b4;NE;NE 12_18C;-38.95161;NE 12
996;NE 12_25C-b4;300;25;b4;NE;NE 12_25C;-38.95161;NE 12
997;NE 12_25C-b4;360;25;b4;NE;NE 12_25C;-38.95161;NE 12
998;NE 12_25C-b4;360;25;b4;NE;NE 12_25C;-38.95161;NE 12
999;NE 12_25C-b4;360;25;b4;NE;NE 12_25C;-38.95161;NE 12
1000;NE 12_25C-b4;NA;25;b4;NE;NE 12_25C;-38.95161;NE 12
1001;NE 12_25C-b5;300;25;b5;NE;NE 12_25C;-38.95161;NE 12
1002;NE 12_25C-b5;390;25;b5;NE;NE 12_25C;-38.95161;NE 12
1003;NE 12_25C-b5;390;25;b5;NE;NE 12_25C;-38.95161;NE 12
1004;NE 12_25C-b5;420;25;b5;NE;NE 12_25C;-38.95161;NE 12
1005;NE 12_25C-b5;450;25;b5;NE;NE 12_25C;-38.95161;NE 12
1006;NE 12_18C-b5;420;18;b5;NE;NE 12_18C;-38.95161;NE 12
1007;NE 12_18C-b5;450;18;b5;NE;NE 12_18C;-38.95161;NE 12
1008;NE 12_18C-b5;450;18;b5;NE;NE 12_18C;-38.95161;NE 12
1009;NE 12_18C-b5;480;18;b5;NE;NE 12_18C;-38.95161;NE 12
1010;NE 12_18C-b5;510;18;b5;NE;NE 12_18C;-38.95161;NE 12
1011;NE 14_18C-b2;390;18;b2;NE;NE 14_18C;-38.95161;NE 14
1012;NE 14_18C-b2;540;18;b2;NE;NE 14_18C;-38.95161;NE 14
1013;NE 14_18C-b2;660;18;b2;NE;NE 14_18C;-38.95161;NE 14
1014;NE 14_18C-b2;660;18;b2;NE;NE 14_18C;-38.95161;NE 14
1015;NE 14_18C-b2;NA;18;b2;NE;NE 14_18C;-38.95161;NE 14
1016;NE 14_25C-b2;240;25;b2;NE;NE 14_25C;-38.95161;NE 14
1017;NE 14_25C-b2;390;25;b2;NE;NE 14_25C;-38.95161;NE 14
1018;NE 14_25C-b2;390;25;b2;NE;NE 14_25C;-38.95161;NE 14
1019;NE 14_25C-b2;480;25;b2;NE;NE 14_25C;-38.95161;NE 14
1020;NE 14_25C-b2;510;25;b2;NE;NE 14_25C;-38.95161;NE 14
1021;NE 14_25C-b4;300;25;b4;NE;NE 14_25C;-38.95161;NE 14
1022;NE 14_25C-b4;300;25;b4;NE;NE 14_25C;-38.95161;NE 14
1023;NE 14_25C-b4;300;25;b4;NE;NE 14_25C;-38.95161;NE 14
1024;NE 14_25C-b4;330;25;b4;NE;NE 14_25C;-38.95161;NE 14
1025;NE 14_25C-b4;NA;25;b4;NE;NE 14_25C;-38.95161;NE 14
1026;NE 14_18C-b4;480;18;b4;NE;NE 14_18C;-38.95161;NE 14
1027;NE 14_18C-b4;480;18;b4;NE;NE 14_18C;-38.95161;NE 14
1028;NE 14_18C-b4;480;18;b4;NE;NE 14_18C;-38.95161;NE 14
1029;NE 14_18C-b4;510;18;b4;NE;NE 14_18C;-38.95161;NE 14
1030;NE 14_18C-b4;NA;18;b4;NE;NE 14_18C;-38.95161;NE 14
1031;NE 14_25C-b5;300;25;b5;NE;NE 14_25C;-38.95161;NE 14
1032;NE 14_25C-b5;360;25;b5;NE;NE 14_25C;-38.95161;NE 14
1033;NE 14_25C-b5;360;25;b5;NE;NE 14_25C;-38.95161;NE 14
1034;NE 14_25C-b5;360;25;b5;NE;NE 14_25C;-38.95161;NE 14
1035;NE 14_25C-b5;NA;25;b5;NE;NE 14_25C;-38.95161;NE 14
1036;NE 15_18C-b1;480;18;b1;NE;NE 15_18C;-38.95161;NE 15
1037;NE 15_18C-b1;480;18;b1;NE;NE 15_18C;-38.95161;NE 15
1038;NE 15_18C-b1;480;18;b1;NE;NE 15_18C;-38.95161;NE 15
1039;NE 15_18C-b1;510;18;b1;NE;NE 15_18C;-38.95161;NE 15
1040;NE 15_18C-b1;540;18;b1;NE;NE 15_18C;-38.95161;NE 15
1041;NE 15_18C-b2;570;18;b2;NE;NE 15_18C;-38.95161;NE 15
1042;NE 15_18C-b2;570;18;b2;NE;NE 15_18C;-38.95161;NE 15
1043;NE 15_18C-b2;570;18;b2;NE;NE 15_18C;-38.95161;NE 15
1044;NE 15_18C-b2;NA;18;b2;NE;NE 15_18C;-38.95161;NE 15
1045;NE 15_18C-b2;NA;18;b2;NE;NE 15_18C;-38.95161;NE 15
1046;NE 15_25C-b2;330;25;b2;NE;NE 15_25C;-38.95161;NE 15
1047;NE 15_25C-b2;330;25;b2;NE;NE 15_25C;-38.95161;NE 15
1048;NE 15_25C-b2;330;25;b2;NE;NE 15_25C;-38.95161;NE 15
1049;NE 15_25C-b2;450;25;b2;NE;NE 15_25C;-38.95161;NE 15
1050;NE 15_25C-b2;690;25;b2;NE;NE 15_25C;-38.95161;NE 15
1051;NE 15_25C-b4;360;25;b4;NE;NE 15_25C;-38.95161;NE 15
1052;NE 15_25C-b4;360;25;b4;NE;NE 15_25C;-38.95161;NE 15
1053;NE 15_25C-b4;360;25;b4;NE;NE 15_25C;-38.95161;NE 15
1054;NE 15_25C-b4;360;25;b4;NE;NE 15_25C;-38.95161;NE 15
1055;NE 15_25C-b4;360;25;b4;NE;NE 15_25C;-38.95161;NE 15
1056;NE 15_25C-b5;330;25;b5;NE;NE 15_25C;-38.95161;NE 15
1057;NE 15_25C-b5;330;25;b5;NE;NE 15_25C;-38.95161;NE 15
1058;NE 15_25C-b5;330;25;b5;NE;NE 15_25C;-38.95161;NE 15
1059;NE 15_25C-b5;360;25;b5;NE;NE 15_25C;-38.95161;NE 15
1060;NE 15_25C-b5;NA;25;b5;NE;NE 15_25C;-38.95161;NE 15
1061;NE 16_18C-b2;450;18;b2;NE;NE 16_18C;-38.95161;NE 16
1062;NE 16_18C-b2;510;18;b2;NE;NE 16_18C;-38.95161;NE 16
1063;NE 16_18C-b2;510;18;b2;NE;NE 16_18C;-38.95161;NE 16
1064;NE 16_18C-b2;660;18;b2;NE;NE 16_18C;-38.95161;NE 16
1065;NE 16_18C-b2;NA;18;b2;NE;NE 16_18C;-38.95161;NE 16
1066;NE 16_25C-b2;390;25;b2;NE;NE 16_25C;-38.95161;NE 16
1067;NE 16_25C-b2;390;25;b2;NE;NE 16_25C;-38.95161;NE 16
1068;NE 16_25C-b2;420;25;b2;NE;NE 16_25C;-38.95161;NE 16
1069;NE 16_25C-b2;420;25;b2;NE;NE 16_25C;-38.95161;NE 16
1070;NE 16_25C-b2;420;25;b2;NE;NE 16_25C;-38.95161;NE 16
1071;NE 16_25C-b4;300;25;b4;NE;NE 16_25C;-38.95161;NE 16
1072;NE 16_25C-b4;360;25;b4;NE;NE 16_25C;-38.95161;NE 16
1073;NE 16_25C-b4;360;25;b4;NE;NE 16_25C;-38.95161;NE 16
1074;NE 16_25C-b4;360;25;b4;NE;NE 16_25C;-38.95161;NE 16
1075;NE 16_25C-b4;NA;25;b4;NE;NE 16_25C;-38.95161;NE 16
1076;NE 16_18C-b4;360;18;b4;NE;NE 16_18C;-38.95161;NE 16
1077;NE 16_18C-b4;390;18;b4;NE;NE 16_18C;-38.95161;NE 16
1078;NE 16_18C-b4;390;18;b4;NE;NE 16_18C;-38.95161;NE 16
1079;NE 16_18C-b4;390;18;b4;NE;NE 16_18C;-38.95161;NE 16
1080;NE 16_18C-b4;450;18;b4;NE;NE 16_18C;-38.95161;NE 16
1081;NE 16_25C-b5;300;25;b5;NE;NE 16_25C;-38.95161;NE 16
1082;NE 16_25C-b5;300;25;b5;NE;NE 16_25C;-38.95161;NE 16
1083;NE 16_25C-b5;300;25;b5;NE;NE 16_25C;-38.95161;NE 16
1084;NE 16_25C-b5;330;25;b5;NE;NE 16_25C;-38.95161;NE 16
1085;NE 16_25C-b5;360;25;b5;NE;NE 16_25C;-38.95161;NE 16
1086;NE 17_18C-b2;720;18;b2;NE;NE 17_18C;-38.95161;NE 17
1087;NE 17_18C-b2;750;18;b2;NE;NE 17_18C;-38.95161;NE 17
1088;NE 17_18C-b2;750;18;b2;NE;NE 17_18C;-38.95161;NE 17
1089;NE 17_18C-b2;780;18;b2;NE;NE 17_18C;-38.95161;NE 17
1090;NE 17_18C-b2;NA;18;b2;NE;NE 17_18C;-38.95161;NE 17
1091;NE 17_25C-b2;420;25;b2;NE;NE 17_25C;-38.95161;NE 17
1092;NE 17_25C-b2;450;25;b2;NE;NE 17_25C;-38.95161;NE 17
1093;NE 17_25C-b2;660;25;b2;NE;NE 17_25C;-38.95161;NE 17
1094;NE 17_25C-b2;690;25;b2;NE;NE 17_25C;-38.95161;NE 17
1095;NE 17_25C-b2;NA;25;b2;NE;NE 17_25C;-38.95161;NE 17
1096;NE 17_25C-b4;300;25;b4;NE;NE 17_25C;-38.95161;NE 17
1097;NE 17_25C-b4;300;25;b4;NE;NE 17_25C;-38.95161;NE 17
1098;NE 17_25C-b4;330;25;b4;NE;NE 17_25C;-38.95161;NE 17
1099;NE 17_25C-b4;360;25;b4;NE;NE 17_25C;-38.95161;NE 17
1100;NE 17_25C-b4;360;25;b4;NE;NE 17_25C;-38.95161;NE 17
1101;NE 17_18C-b4;390;18;b4;NE;NE 17_18C;-38.95161;NE 17
1102;NE 17_18C-b4;390;18;b4;NE;NE 17_18C;-38.95161;NE 17
1103;NE 17_18C-b4;420;18;b4;NE;NE 17_18C;-38.95161;NE 17
1104;NE 17_18C-b4;420;18;b4;NE;NE 17_18C;-38.95161;NE 17
1105;NE 17_18C-b4;480;18;b4;NE;NE 17_18C;-38.95161;NE 17
1106;NE 17_18C-b5;390;18;b5;NE;NE 17_18C;-38.95161;NE 17
1107;NE 17_18C-b5;390;18;b5;NE;NE 17_18C;-38.95161;NE 17
1108;NE 17_18C-b5;390;18;b5;NE;NE 17_18C;-38.95161;NE 17
1109;NE 17_18C-b5;450;18;b5;NE;NE 17_18C;-38.95161;NE 17
1110;NE 17_18C-b5;NA;18;b5;NE;NE 17_18C;-38.95161;NE 17
1111;NE 18_25C-b2;630;25;b2;NE;NE 18_25C;-38.95161;NE 18
1112;NE 18_25C-b2;630;25;b2;NE;NE 18_25C;-38.95161;NE 18
1113;NE 18_25C-b2;810;25;b2;NE;NE 18_25C;-38.95161;NE 18
1114;NE 18_25C-b2;NA;25;b2;NE;NE 18_25C;-38.95161;NE 18
1115;NE 18_25C-b2;NA;25;b2;NE;NE 18_25C;-38.95161;NE 18
1116;NE 18_18C-b2;300;18;b2;NE;NE 18_18C;-38.95161;NE 18
1117;NE 18_18C-b2;330;18;b2;NE;NE 18_18C;-38.95161;NE 18
1118;NE 18_18C-b2;450;18;b2;NE;NE 18_18C;-38.95161;NE 18
1119;NE 18_18C-b2;570;18;b2;NE;NE 18_18C;-38.95161;NE 18
1120;NE 18_18C-b2;600;18;b2;NE;NE 18_18C;-38.95161;NE 18
1121;NE 18_18C-b4;420;18;b4;NE;NE 18_18C;-38.95161;NE 18
1122;NE 18_18C-b4;450;18;b4;NE;NE 18_18C;-38.95161;NE 18
1123;NE 18_18C-b4;450;18;b4;NE;NE 18_18C;-38.95161;NE 18
1124;NE 18_18C-b4;450;18;b4;NE;NE 18_18C;-38.95161;NE 18
1125;NE 18_18C-b4;NA;18;b4;NE;NE 18_18C;-38.95161;NE 18
1126;NE 18_25C-b4;330;25;b4;NE;NE 18_25C;-38.95161;NE 18
1127;NE 18_25C-b4;330;25;b4;NE;NE 18_25C;-38.95161;NE 18
1128;NE 18_25C-b4;360;25;b4;NE;NE 18_25C;-38.95161;NE 18
1129;NE 18_25C-b4;360;25;b4;NE;NE 18_25C;-38.95161;NE 18
1130;NE 18_25C-b4;360;25;b4;NE;NE 18_25C;-38.95161;NE 18
1131;NE 19_18C-b2;510;18;b2;NE;NE 19_18C;-38.95161;NE 19
1132;NE 19_18C-b2;690;18;b2;NE;NE 19_18C;-38.95161;NE 19
1133;NE 19_18C-b2;720;18;b2;NE;NE 19_18C;-38.95161;NE 19
1134;NE 19_18C-b2;NA;18;b2;NE;NE 19_18C;-38.95161;NE 19
1135;NE 19_18C-b2;NA;18;b2;NE;NE 19_18C;-38.95161;NE 19
1136;NE 19_25C-b2;420;25;b2;NE;NE 19_25C;-38.95161;NE 19
1137;NE 19_25C-b2;420;25;b2;NE;NE 19_25C;-38.95161;NE 19
1138;NE 19_25C-b2;480;25;b2;NE;NE 19_25C;-38.95161;NE 19
1139;NE 19_25C-b2;510;25;b2;NE;NE 19_25C;-38.95161;NE 19
1140;NE 19_25C-b2;510;25;b2;NE;NE 19_25C;-38.95161;NE 19
1141;NE 19_18C-b4;450;18;b4;NE;NE 19_18C;-38.95161;NE 19
1142;NE 19_18C-b4;450;18;b4;NE;NE 19_18C;-38.95161;NE 19
1143;NE 19_18C-b4;570;18;b4;NE;NE 19_18C;-38.95161;NE 19
1144;NE 19_18C-b4;570;18;b4;NE;NE 19_18C;-38.95161;NE 19
1145;NE 19_18C-b4;570;18;b4;NE;NE 19_18C;-38.95161;NE 19
1146;NE 19_25C-b4;300;25;b4;NE;NE 19_25C;-38.95161;NE 19
1147;NE 19_25C-b4;300;25;b4;NE;NE 19_25C;-38.95161;NE 19
1148;NE 19_25C-b4;330;25;b4;NE;NE 19_25C;-38.95161;NE 19
1149;NE 19_25C-b4;330;25;b4;NE;NE 19_25C;-38.95161;NE 19
1150;NE 19_25C-b4;360;25;b4;NE;NE 19_25C;-38.95161;NE 19
1151;NE 19_25C-b5;270;25;b5;NE;NE 19_25C;-38.95161;NE 19
1152;NE 19_25C-b5;300;25;b5;NE;NE 19_25C;-38.95161;NE 19
1153;NE 19_25C-b5;330;25;b5;NE;NE 19_25C;-38.95161;NE 19
1154;NE 19_25C-b5;330;25;b5;NE;NE 19_25C;-38.95161;NE 19
1155;NE 19_25C-b5;330;25;b5;NE;NE 19_25C;-38.95161;NE 19
1156;NE 21_18C-b2;450;18;b2;NE;NE 21_18C;-38.95161;NE 21
1157;NE 21_18C-b2;450;18;b2;NE;NE 21_18C;-38.95161;NE 21
1158;NE 21_18C-b2;450;18;b2;NE;NE 21_18C;-38.95161;NE 21
1159;NE 21_18C-b2;600;18;b2;NE;NE 21_18C;-38.95161;NE 21
1160;NE 21_18C-b2;NA;18;b2;NE;NE 21_18C;-38.95161;NE 21
1161;NE 21_25C-b2;270;25;b2;NE;NE 21_25C;-38.95161;NE 21
1162;NE 21_25C-b2;270;25;b2;NE;NE 21_25C;-38.95161;NE 21
1163;NE 21_25C-b2;330;25;b2;NE;NE 21_25C;-38.95161;NE 21
1164;NE 21_25C-b2;330;25;b2;NE;NE 21_25C;-38.95161;NE 21
1165;NE 21_25C-b2;390;25;b2;NE;NE 21_25C;-38.95161;NE 21
1166;NE 21_18C-b4;390;18;b4;NE;NE 21_18C;-38.95161;NE 21
1167;NE 21_18C-b4;390;18;b4;NE;NE 21_18C;-38.95161;NE 21
1168;NE 21_18C-b4;420;18;b4;NE;NE 21_18C;-38.95161;NE 21
1169;NE 21_18C-b4;450;18;b4;NE;NE 21_18C;-38.95161;NE 21
1170;NE 21_18C-b4;450;18;b4;NE;NE 21_18C;-38.95161;NE 21
1171;NE 21_25C-b4;360;25;b4;NE;NE 21_25C;-38.95161;NE 21
1172;NE 21_25C-b4;360;25;b4;NE;NE 21_25C;-38.95161;NE 21
1173;NE 21_25C-b4;390;25;b4;NE;NE 21_25C;-38.95161;NE 21
1174;NE 21_25C-b4;420;25;b4;NE;NE 21_25C;-38.95161;NE 21
1175;NE 21_25C-b4;420;25;b4;NE;NE 21_25C;-38.95161;NE 21
1176;NE 21_25C-b5;300;25;b5;NE;NE 21_25C;-38.95161;NE 21
1177;NE 21_25C-b5;330;25;b5;NE;NE 21_25C;-38.95161;NE 21
1178;NE 21_25C-b5;330;25;b5;NE;NE 21_25C;-38.95161;NE 21
1179;NE 21_25C-b5;330;25;b5;NE;NE 21_25C;-38.95161;NE 21
1180;NE 21_25C-b5;330;25;b5;NE;NE 21_25C;-38.95161;NE 21
1181;NE 22_18C-b2;540;18;b2;NE;NE 22_18C;-38.95161;NE 22
1182;NE 22_18C-b2;540;18;b2;NE;NE 22_18C;-38.95161;NE 22
1183;NE 22_18C-b2;570;18;b2;NE;NE 22_18C;-38.95161;NE 22
1184;NE 22_18C-b2;570;18;b2;NE;NE 22_18C;-38.95161;NE 22
1185;NE 22_18C-b2;720;18;b2;NE;NE 22_18C;-38.95161;NE 22
1186;NE 22_25C-b2;420;25;b2;NE;NE 22_25C;-38.95161;NE 22
1187;NE 22_25C-b2;420;25;b2;NE;NE 22_25C;-38.95161;NE 22
1188;NE 22_25C-b2;450;25;b2;NE;NE 22_25C;-38.95161;NE 22
1189;NE 22_25C-b2;450;25;b2;NE;NE 22_25C;-38.95161;NE 22
1190;NE 22_25C-b2;NA;25;b2;NE;NE 22_25C;-38.95161;NE 22
1191;NE 22_18C-b4;360;18;b4;NE;NE 22_18C;-38.95161;NE 22
1192;NE 22_18C-b4;360;18;b4;NE;NE 22_18C;-38.95161;NE 22
1193;NE 22_18C-b4;390;18;b4;NE;NE 22_18C;-38.95161;NE 22
1194;NE 22_18C-b4;450;18;b4;NE;NE 22_18C;-38.95161;NE 22
1195;NE 22_18C-b4;NA;18;b4;NE;NE 22_18C;-38.95161;NE 22
1196;NE 22_25C-b4;330;25;b4;NE;NE 22_25C;-38.95161;NE 22
1197;NE 22_25C-b4;330;25;b4;NE;NE 22_25C;-38.95161;NE 22
1198;NE 22_25C-b4;360;25;b4;NE;NE 22_25C;-38.95161;NE 22
1199;NE 22_25C-b4;360;25;b4;NE;NE 22_25C;-38.95161;NE 22
1200;NE 22_25C-b4;420;25;b4;NE;NE 22_25C;-38.95161;NE 22
1201;NE 22_25C-b5;300;25;b5;NE;NE 22_25C;-38.95161;NE 22
1202;NE 22_25C-b5;330;25;b5;NE;NE 22_25C;-38.95161;NE 22
1203;NE 22_25C-b5;330;25;b5;NE;NE 22_25C;-38.95161;NE 22
1204;NE 22_25C-b5;390;25;b5;NE;NE 22_25C;-38.95161;NE 22
1205;NE 22_25C-b5;390;25;b5;NE;NE 22_25C;-38.95161;NE 22
1206;NE 23_18C-b2;690;18;b2;NE;NE 23_18C;-38.95161;NE 23
1207;NE 23_18C-b2;690;18;b2;NE;NE 23_18C;-38.95161;NE 23
1208;NE 23_18C-b2;690;18;b2;NE;NE 23_18C;-38.95161;NE 23
1209;NE 23_18C-b2;690;18;b2;NE;NE 23_18C;-38.95161;NE 23
1210;NE 23_18C-b2;810;18;b2;NE;NE 23_18C;-38.95161;NE 23
1211;NE 23_25C-b2;360;25;b2;NE;NE 23_25C;-38.95161;NE 23
1212;NE 23_25C-b2;450;25;b2;NE;NE 23_25C;-38.95161;NE 23
1213;NE 23_25C-b2;630;25;b2;NE;NE 23_25C;-38.95161;NE 23
1214;NE 23_25C-b2;630;25;b2;NE;NE 23_25C;-38.95161;NE 23
1215;NE 23_25C-b2;NA;25;b2;NE;NE 23_25C;-38.95161;NE 23
1216;NE 23_25C-b4;330;25;b4;NE;NE 23_25C;-38.95161;NE 23
1217;NE 23_25C-b4;360;25;b4;NE;NE 23_25C;-38.95161;NE 23
1218;NE 23_25C-b4;360;25;b4;NE;NE 23_25C;-38.95161;NE 23
1219;NE 23_25C-b4;390;25;b4;NE;NE 23_25C;-38.95161;NE 23
1220;NE 23_25C-b4;NA;25;b4;NE;NE 23_25C;-38.95161;NE 23
1221;NE 23_25C-b5;240;25;b5;NE;NE 23_25C;-38.95161;NE 23
1222;NE 23_25C-b5;270;25;b5;NE;NE 23_25C;-38.95161;NE 23
1223;NE 23_25C-b5;390;25;b5;NE;NE 23_25C;-38.95161;NE 23
1224;NE 23_25C-b5;390;25;b5;NE;NE 23_25C;-38.95161;NE 23
1225;NE 23_25C-b5;390;25;b5;NE;NE 23_25C;-38.95161;NE 23
1226;NE 26_18C-b1;660;18;b1;NE;NE 26_18C;-38.95161;NE 26
1227;NE 26_18C-b1;660;18;b1;NE;NE 26_18C;-38.95161;NE 26
1228;NE 26_18C-b1;750;18;b1;NE;NE 26_18C;-38.95161;NE 26
1229;NE 26_18C-b1;720;18;b1;NE;NE 26_18C;-38.95161;NE 26
1230;NE 26_18C-b1;NA;18;b1;NE;NE 26_18C;-38.95161;NE 26
1231;NE 26_25C-b1;330;25;b1;NE;NE 26_25C;-38.95161;NE 26
1232;NE 26_25C-b1;330;25;b1;NE;NE 26_25C;-38.95161;NE 26
1233;NE 26_25C-b1;360;25;b1;NE;NE 26_25C;-38.95161;NE 26
1234;NE 26_25C-b1;360;25;b1;NE;NE 26_25C;-38.95161;NE 26
1235;NE 26_25C-b1;NA;25;b1;NE;NE 26_25C;-38.95161;NE 26
1236;NE 26_18C-b2;390;18;b2;NE;NE 26_18C;-38.95161;NE 26
1237;NE 26_18C-b2;390;18;b2;NE;NE 26_18C;-38.95161;NE 26
1238;NE 26_18C-b2;450;18;b2;NE;NE 26_18C;-38.95161;NE 26
1239;NE 26_18C-b2;450;18;b2;NE;NE 26_18C;-38.95161;NE 26
1240;NE 26_18C-b2;510;18;b2;NE;NE 26_18C;-38.95161;NE 26
1241;NE 26_25C-b2;300;25;b2;NE;NE 26_25C;-38.95161;NE 26
1242;NE 26_25C-b2;330;25;b2;NE;NE 26_25C;-38.95161;NE 26
1243;NE 26_25C-b2;330;25;b2;NE;NE 26_25C;-38.95161;NE 26
1244;NE 26_25C-b2;330;25;b2;NE;NE 26_25C;-38.95161;NE 26
1245;NE 26_25C-b2;330;25;b2;NE;NE 26_25C;-38.95161;NE 26
1246;NE 26_18C-b3;450;18;b3;NE;NE 26_18C;-38.95161;NE 26
1247;NE 26_18C-b3;450;18;b3;NE;NE 26_18C;-38.95161;NE 26
1248;NE 26_18C-b3;450;18;b3;NE;NE 26_18C;-38.95161;NE 26
1249;NE 26_18C-b3;450;18;b3;NE;NE 26_18C;-38.95161;NE 26
1250;NE 26_18C-b3;NA;18;b3;NE;NE 26_18C;-38.95161;NE 26
1251;NE 26_25C-b3;210;25;b3;NE;NE 26_25C;-38.95161;NE 26
1252;NE 26_25C-b3;240;25;b3;NE;NE 26_25C;-38.95161;NE 26
1253;NE 26_25C-b3;300;25;b3;NE;NE 26_25C;-38.95161;NE 26
1254;NE 26_25C-b3;300;25;b3;NE;NE 26_25C;-38.95161;NE 26
1255;NE 26_25C-b3;NA;25;b3;NE;NE 26_25C;-38.95161;NE 26
1256;NE 29_18C-b3;330;18;b3;NE;NE 29_18C;-38.95161;NE 29
1257;NE 29_18C-b3;330;18;b3;NE;NE 29_18C;-38.95161;NE 29
1258;NE 29_18C-b3;360;18;b3;NE;NE 29_18C;-38.95161;NE 29
1259;NE 29_18C-b3;540;18;b3;NE;NE 29_18C;-38.95161;NE 29
1260;NE 29_18C-b3;NA;18;b3;NE;NE 29_18C;-38.95161;NE 29
1261;NE 29_25C-b3;420;25;b3;NE;NE 29_25C;-38.95161;NE 29
1262;NE 29_25C-b3;420;25;b3;NE;NE 29_25C;-38.95161;NE 29
1263;NE 29_25C-b3;480;25;b3;NE;NE 29_25C;-38.95161;NE 29
1264;NE 29_25C-b3;480;25;b3;NE;NE 29_25C;-38.95161;NE 29
1265;NE 29_25C-b3;510;25;b3;NE;NE 29_25C;-38.95161;NE 29
1266;NE 29_18C-b4;420;18;b4;NE;NE 29_18C;-38.95161;NE 29
1267;NE 29_18C-b4;420;18;b4;NE;NE 29_18C;-38.95161;NE 29
1268;NE 29_18C-b4;570;18;b4;NE;NE 29_18C;-38.95161;NE 29
1269;NE 29_18C-b4;630;18;b4;NE;NE 29_18C;-38.95161;NE 29
1270;NE 29_18C-b4;630;18;b4;NE;NE 29_18C;-38.95161;NE 29
1271;NE 29_25C-b4;240;25;b4;NE;NE 29_25C;-38.95161;NE 29
1272;NE 29_25C-b4;240;25;b4;NE;NE 29_25C;-38.95161;NE 29
1273;NE 29_25C-b4;300;25;b4;NE;NE 29_25C;-38.95161;NE 29
1274;NE 29_25C-b4;300;25;b4;NE;NE 29_25C;-38.95161;NE 29
1275;NE 29_25C-b4;330;25;b4;NE;NE 29_25C;-38.95161;NE 29
