lin,CCRT,dia,TR,umi
JP 23_18C-b1,NA,20/09/23,26.6,37
JP 23_18C-b1,360,20/09/23,26.6,37
JP 23_18C-b1,450,20/09/23,26.6,37
JP 23_18C-b1,690,20/09/23,26.6,37
JP 23_18C-b1,690,20/09/23,26.6,37
PE 01_18C-b1,360,20/09/23,26.6,37
PE 01_18C-b1,1110,20/09/23,26.6,37
PE 01_18C-b1,1110,20/09/23,26.6,37
PE 01_18C-b1,1140,20/09/23,26.6,37
PE 01_18C-b1,1140,20/09/23,26.6,37
RJ 10_18C-b1,360,20/09/23,26.6,37
RJ 10_18C-b1,390,20/09/23,26.6,37
RJ 10_18C-b1,420,20/09/23,26.6,37
RJ 10_18C-b1,630,20/09/23,26.6,37
RJ 10_18C-b1,630,20/09/23,26.6,37
RJ 13_18C-b1,690,20/09/23,26.6,37
RJ 13_18C-b1,720,20/09/23,26.6,37
RJ 13_18C-b1,900,20/09/23,26.6,37
RJ 13_18C-b1,1080,20/09/23,26.6,37
RJ 13_18C-b1,1080,20/09/23,26.6,37
RJ 03_18C-b1,360,20/09/23,26.6,37
RJ 03_18C-b1,360,20/09/23,26.6,37
RJ 03_18C-b1,360,20/09/23,26.6,37
RJ 03_18C-b1,480,20/09/23,26.6,37
RJ 03_18C-b1,690,20/09/23,26.6,37
RJ 05_18C-b1,480,20/09/23,26.6,37
RJ 05_18C-b1,570,20/09/23,26.6,37
RJ 05_18C-b1,720,20/09/23,26.6,37
RJ 05_18C-b1,1650,20/09/23,26.6,37
RJ 05_18C-b1,NA,20/09/23,26.6,37
RJ 07_18C-b1,720,20/09/23,26.6,37
RJ 07_18C-b1,720,20/09/23,26.6,37
RJ 07_18C-b1,780,20/09/23,26.6,37
RJ 07_18C-b1,780,20/09/23,26.6,37
RJ 07_18C-b1,1020,20/09/23,26.6,37
JP 16_18C-b1,NA,22/09/23,26.0,44
JP 16_18C-b1,NA,22/09/23,26.0,44
JP 16_18C-b1,630,22/09/23,26.0,44
JP 16_18C-b1,1200,22/09/23,26.0,44
JP 16_18C-b1,1200,22/09/23,26.0,44
JP 24_18C-b1,NA,22/09/23,26.0,44
JP 24_18C-b1,660,22/09/23,26.0,44
JP 24_18C-b1,750,22/09/23,26.0,44
JP 24_18C-b1,810,22/09/23,26.0,44
JP 24_18C-b1,1170,22/09/23,26.0,44
NE 12_18C-b1,540,22/09/23,26.0,44
NE 12_18C-b1,600,22/09/23,26.0,44
NE 12_18C-b1,600,22/09/23,26.0,44
NE 12_18C-b1,660,22/09/23,26.0,44
NE 12_18C-b1,750,22/09/23,26.0,44
PE 06_18C-b1,450,22/09/23,26.0,44
PE 06_18C-b1,450,22/09/23,26.0,44
PE 06_18C-b1,450,22/09/23,26.0,44
PE 06_18C-b1,600,22/09/23,26.0,44
PE 06_18C-b1,780,22/09/23,26.0,44
RJ 01_18C-b1,NA,22/09/23,26.0,44
RJ 01_18C-b1,NA,22/09/23,26.0,44
RJ 01_18C-b1,750,22/09/23,26.0,44
RJ 01_18C-b1,840,22/09/23,26.0,44
RJ 01_18C-b1,840,22/09/23,26.0,44
RJ 09_18C-b3,NA,06/12/23,24.4,42
RJ 09_18C-b3,NA,06/12/23,24.4,42
RJ 09_18C-b3,420,06/12/23,24.4,42
RJ 09_18C-b3,420,06/12/23,24.4,42
RJ 09_18C-b3,630,06/12/23,24.4,42
JP 22_18C-b1,540,27/09/23,25.5,51
JP 22_18C-b1,540,27/09/23,25.5,51
JP 22_18C-b1,630,27/09/23,25.5,51
JP 22_18C-b1,630,27/09/23,25.5,51
JP 22_18C-b1,660,27/09/23,25.5,51
NE 13_18C-b1,390,27/09/23,25.5,51
NE 13_18C-b1,390,27/09/23,25.5,51
NE 13_18C-b1,420,27/09/23,25.5,51
NE 13_18C-b1,450,27/09/23,25.5,51
NE 13_18C-b1,NA,27/09/23,25.5,51
PE 08_18C-b1,300,27/09/23,25.5,51
PE 08_18C-b1,300,27/09/23,25.5,51
PE 08_18C-b1,360,27/09/23,25.5,51
PE 08_18C-b1,360,27/09/23,25.5,51
PE 08_18C-b1,420,27/09/23,25.5,51
RJ 11_18C-b1,540,27/09/23,25.5,51
RJ 11_18C-b1,540,27/09/23,25.5,51
RJ 11_18C-b1,570,27/09/23,25.5,51
RJ 11_18C-b1,630,27/09/23,25.5,51
RJ 11_18C-b1,NA,27/09/23,25.5,51
RJ 15_18C-b1,510,28/09/23,24.5,51
RJ 15_18C-b1,510,28/09/23,24.5,51
RJ 15_18C-b1,750,28/09/23,24.5,51
RJ 15_18C-b1,750,28/09/23,24.5,51
RJ 15_18C-b1,960,28/09/23,24.5,51
PE 12_18C-b1,690,28/09/23,24.5,51
PE 12_18C-b1,690,28/09/23,24.5,51
PE 12_18C-b1,990,28/09/23,24.5,51
PE 12_18C-b1,1020,28/09/23,24.5,51
PE 12_18C-b1,1020,28/09/23,24.5,51
RJ 09_18C-b1,390,28/09/23,24.5,51
RJ 09_18C-b1,480,28/09/23,24.5,51
RJ 09_18C-b1,480,28/09/23,24.5,51
RJ 09_18C-b1,480,28/09/23,24.5,51
RJ 09_18C-b1,510,28/09/23,24.5,51
JP 28_18C-b1,720,28/09/23,24.5,51
JP 28_18C-b1,780,28/09/23,24.5,51
JP 28_18C-b1,780,28/09/23,24.5,51
JP 28_18C-b1,780,28/09/23,24.5,51
JP 28_18C-b1,840,28/09/23,24.5,51
NE 06_18C-b1,450,28/09/23,24.5,51
NE 06_18C-b1,450,28/09/23,24.5,51
NE 06_18C-b1,450,28/09/23,24.5,51
NE 06_18C-b1,480,28/09/23,24.5,51
NE 06_18C-b1,480,28/09/23,24.5,51
PE 10_18C-b1,300,28/09/23,24.5,51
PE 10_18C-b1,510,28/09/23,24.5,51
PE 10_18C-b1,540,28/09/23,24.5,51
PE 10_18C-b1,570,28/09/23,24.5,51
PE 10_18C-b1,630,28/09/23,24.5,51
NE 07_18C-b1,360,28/09/23,24.5,51
NE 07_18C-b1,510,28/09/23,24.5,51
NE 07_18C-b1,600,28/09/23,24.5,51
NE 07_18C-b1,600,28/09/23,24.5,51
NE 07_18C-b1,660,28/09/23,24.5,51
JP 05_18C-b1,630,28/09/23,24.5,51
JP 05_18C-b1,690,28/09/23,24.5,51
JP 05_18C-b1,690,28/09/23,24.5,51
JP 05_18C-b1,720,28/09/23,24.5,51
JP 05_18C-b1,750,28/09/23,24.5,51
RJ 04_18C-b1,540,28/09/23,24.9,49
RJ 04_18C-b1,570,28/09/23,24.9,49
RJ 04_18C-b1,690,28/09/23,24.9,49
RJ 04_18C-b1,690,28/09/23,24.9,49
RJ 04_18C-b1,690,28/09/23,24.9,49
NE 10_18C-b1,420,28/09/23,24.9,49
NE 10_18C-b1,450,28/09/23,24.9,49
NE 10_18C-b1,570,28/09/23,24.9,49
NE 10_18C-b1,570,28/09/23,24.9,49
NE 10_18C-b1,720,28/09/23,24.9,49
JP 30_18C-b1,510,28/09/23,24.9,49
JP 30_18C-b1,570,28/09/23,24.9,49
JP 30_18C-b1,570,28/09/23,24.9,49
JP 30_18C-b1,570,28/09/23,24.9,49
JP 30_18C-b1,750,28/09/23,24.9,49
PE 04_18C-b1,540,28/09/23,24.9,49
PE 04_18C-b1,630,28/09/23,24.9,49
PE 04_18C-b1,720,28/09/23,24.9,49
PE 04_18C-b1,720,28/09/23,24.9,49
PE 04_18C-b1,750,28/09/23,24.9,49
NE 15_18C-b1,480,28/09/23,24.9,49
NE 15_18C-b1,480,28/09/23,24.9,49
NE 15_18C-b1,480,28/09/23,24.9,49
NE 15_18C-b1,510,28/09/23,24.9,49
NE 15_18C-b1,540,28/09/23,24.9,49
PE 11_18C-b1,420,28/09/23,24.9,49
PE 11_18C-b1,480,28/09/23,24.9,49
PE 11_18C-b1,540,28/09/23,24.9,49
PE 11_18C-b1,540,28/09/23,24.9,49
PE 11_18C-b1,600,28/09/23,24.9,49
JP 10_18C-b1,510,28/09/23,24.9,49
JP 10_18C-b1,690,28/09/23,24.9,49
JP 10_18C-b1,930,28/09/23,24.9,49
JP 10_18C-b1,1170,28/09/23,24.9,49
JP 10_18C-b1,1170,28/09/23,24.9,49
RJ 06_18C-b1,570,28/09/23,24.9,49
RJ 06_18C-b1,600,28/09/23,24.9,49
RJ 06_18C-b1,600,28/09/23,24.9,49
RJ 06_18C-b1,630,28/09/23,24.9,49
RJ 06_18C-b1,810,28/09/23,24.9,49
PE 02_18C-b1,540,29/09/23,25.7,49
PE 02_18C-b1,540,29/09/23,25.7,49
PE 02_18C-b1,540,29/09/23,25.7,49
PE 02_18C-b1,690,29/09/23,25.7,49
PE 02_18C-b1,NA,29/09/23,25.7,49
RJ 12_18C-b1,660,29/09/23,25.7,49
RJ 12_18C-b1,660,29/09/23,25.7,49
RJ 12_18C-b1,690,29/09/23,25.7,49
RJ 12_18C-b1,840,29/09/23,25.7,49
RJ 12_18C-b1,NA,29/09/23,25.7,49
NE 11_18C-b1,510,29/09/23,25.7,49
NE 11_18C-b1,540,29/09/23,25.7,49
NE 11_18C-b1,870,29/09/23,25.7,49
NE 11_18C-b1,870,29/09/23,25.7,49
NE 11_18C-b1,900,29/09/23,25.7,49
JP 03_18C-b1,690,29/09/23,25.7,49
JP 03_18C-b1,810,29/09/23,25.7,49
JP 03_18C-b1,810,29/09/23,25.7,49
JP 03_18C-b1,930,29/09/23,25.7,49
JP 03_18C-b1,1020,29/09/23,25.7,49
JP 17_18C-b1,660,29/09/23,25.7,49
JP 17_18C-b1,720,29/09/23,25.7,49
JP 17_18C-b1,780,29/09/23,25.7,49
JP 17_18C-b1,780,29/09/23,25.7,49
JP 17_18C-b1,NA,29/09/23,25.7,49
NE 09_18C-b1,390,29/09/23,25.7,49
NE 09_18C-b1,510,29/09/23,25.7,49
NE 09_18C-b1,510,29/09/23,25.7,49
NE 09_18C-b1,840,29/09/23,25.7,49
NE 09_18C-b1,NA,29/09/23,25.7,49
JP 12_18C-b1,660,29/09/23,25.7,49
JP 12_18C-b1,660,29/09/23,25.7,49
JP 12_18C-b1,660,29/09/23,25.7,49
JP 12_18C-b1,840,29/09/23,25.7,49
JP 12_18C-b1,NA,29/09/23,25.7,49
RJ 02_18C-b1,510,29/09/23,25.7,49
RJ 02_18C-b1,510,29/09/23,25.7,49
RJ 02_18C-b1,510,29/09/23,25.7,49
RJ 02_18C-b1,660,29/09/23,25.7,49
RJ 02_18C-b1,870,29/09/23,25.7,49
RJ 07_18C-b2,510,31/10/23,25.5,44
RJ 07_18C-b2,600,31/10/23,25.5,44
RJ 07_18C-b2,630,31/10/23,25.5,44
RJ 07_18C-b2,720,31/10/23,25.5,44
RJ 07_18C-b2,720,31/10/23,25.5,44
JP 14_18C-b1,450,29/09/23,25.6,48
JP 14_18C-b1,570,29/09/23,25.6,48
JP 14_18C-b1,660,29/09/23,25.6,48
JP 14_18C-b1,660,29/09/23,25.6,48
JP 14_18C-b1,1140,29/09/23,25.6,48
NE 08_18C-b1,450,29/09/23,25.6,48
NE 08_18C-b1,540,29/09/23,25.6,48
NE 08_18C-b1,840,29/09/23,25.6,48
NE 08_18C-b1,NA,29/09/23,25.6,48
NE 08_18C-b1,NA,29/09/23,25.6,48
JP 26_18C-b1,450,29/09/23,25.6,48
JP 26_18C-b1,540,29/09/23,25.6,48
JP 26_18C-b1,540,29/09/23,25.6,48
JP 26_18C-b1,540,29/09/23,25.6,48
JP 26_18C-b1,600,29/09/23,25.6,48
NE 05_18C-b1,480,29/09/23,25.6,48
NE 05_18C-b1,480,29/09/23,25.6,48
NE 05_18C-b1,510,29/09/23,25.6,48
NE 05_18C-b1,510,29/09/23,25.6,48
NE 05_18C-b1,510,29/09/23,25.6,48
RJ 08_18C-b1,480,29/09/23,25.6,48
RJ 08_18C-b1,510,29/09/23,25.6,48
RJ 08_18C-b1,630,29/09/23,25.6,48
RJ 08_18C-b1,630,29/09/23,25.6,48
RJ 08_18C-b1,1500,29/09/23,25.6,48
NE 03_18C-b1,390,29/09/23,25.6,48
NE 03_18C-b1,390,29/09/23,25.6,48
NE 03_18C-b1,480,29/09/23,25.6,48
NE 03_18C-b1,480,29/09/23,25.6,48
NE 03_18C-b1,720,29/09/23,25.6,48
RJ 14_18C-b1,390,29/09/23,25.6,48
RJ 14_18C-b1,780,29/09/23,25.6,48
RJ 14_18C-b1,900,29/09/23,25.6,48
RJ 14_18C-b1,990,29/09/23,25.6,48
RJ 14_18C-b1,1050,29/09/23,25.6,48
RJ 03_25C-b1,540,02/10/23,23.9,52
RJ 03_25C-b1,600,02/10/23,23.9,52
RJ 03_25C-b1,840,02/10/23,23.9,52
RJ 03_25C-b1,840,02/10/23,23.9,52
RJ 03_25C-b1,NA,02/10/23,23.9,52
NE 03_25C-b1,390,02/10/23,23.9,52
NE 03_25C-b1,390,02/10/23,23.9,52
NE 03_25C-b1,390,02/10/23,23.9,52
NE 03_25C-b1,450,02/10/23,23.9,52
NE 03_25C-b1,510,02/10/23,23.9,52
JP 16_25C-b1,510,02/10/23,23.9,52
JP 16_25C-b1,510,02/10/23,23.9,52
JP 16_25C-b1,660,02/10/23,23.9,52
JP 16_25C-b1,660,02/10/23,23.9,52
JP 16_25C-b1,690,02/10/23,23.9,52
PE 07_25C-b1,630,02/10/23,23.9,52
PE 07_25C-b1,630,02/10/23,23.9,52
PE 07_25C-b1,630,02/10/23,23.9,52
PE 07_25C-b1,690,02/10/23,23.9,52
PE 07_25C-b1,780,02/10/23,23.9,52
NE 09_25C-b1,270,02/10/23,23.9,52
NE 09_25C-b1,300,02/10/23,23.9,52
NE 09_25C-b1,330,02/10/23,23.9,52
NE 09_25C-b1,330,02/10/23,23.9,52
NE 09_25C-b1,600,02/10/23,23.9,52
JP 17_25C-b1,360,02/10/23,23.9,52
JP 17_25C-b1,360,02/10/23,23.9,52
JP 17_25C-b1,360,02/10/23,23.9,52
JP 17_25C-b1,390,02/10/23,23.9,52
JP 17_25C-b1,390,02/10/23,23.9,52
RJ 15_25C-b1,540,02/10/23,23.9,52
RJ 15_25C-b1,540,02/10/23,23.9,52
RJ 15_25C-b1,600,02/10/23,23.9,52
RJ 15_25C-b1,600,02/10/23,23.9,52
RJ 15_25C-b1,NA,02/10/23,23.9,52
RJ 13_25C-b1,570,02/10/23,23.9,52
RJ 13_25C-b1,570,02/10/23,23.9,52
RJ 13_25C-b1,570,02/10/23,23.9,52
RJ 13_25C-b1,660,02/10/23,23.9,52
RJ 13_25C-b1,930,02/10/23,23.9,52
RJ 02_25C-b1,390,02/10/23,23.9,48
RJ 02_25C-b1,480,02/10/23,23.9,48
RJ 02_25C-b1,540,02/10/23,23.9,48
RJ 02_25C-b1,750,02/10/23,23.9,48
RJ 02_25C-b1,NA,02/10/23,23.9,48
NE 08_25C-b1,420,02/10/23,23.9,48
NE 08_25C-b1,450,02/10/23,23.9,48
NE 08_25C-b1,450,02/10/23,23.9,48
NE 08_25C-b1,600,02/10/23,23.9,48
NE 08_25C-b1,780,02/10/23,23.9,48
JP 26_25C-b1,360,02/10/23,23.9,48
JP 26_25C-b1,360,02/10/23,23.9,48
JP 26_25C-b1,390,02/10/23,23.9,48
JP 26_25C-b1,600,02/10/23,23.9,48
JP 26_25C-b1,780,02/10/23,23.9,48
PE 06_25C-b1,300,02/10/23,23.9,48
PE 06_25C-b1,300,02/10/23,23.9,48
PE 06_25C-b1,510,02/10/23,23.9,48
PE 06_25C-b1,510,02/10/23,23.9,48
PE 06_25C-b1,540,02/10/23,23.9,48
RJ 05_25C-b1,450,02/10/23,23.9,48
RJ 05_25C-b1,630,02/10/23,23.9,48
RJ 05_25C-b1,630,02/10/23,23.9,48
RJ 05_25C-b1,750,02/10/23,23.9,48
RJ 05_25C-b1,810,02/10/23,23.9,48
NE 06_25C-b1,270,02/10/23,23.9,48
NE 06_25C-b1,300,02/10/23,23.9,48
NE 06_25C-b1,300,02/10/23,23.9,48
NE 06_25C-b1,720,02/10/23,23.9,48
NE 06_25C-b1,NA,02/10/23,23.9,48
JP 13_25C-b1,780,02/10/23,23.9,48
JP 13_25C-b1,780,02/10/23,23.9,48
JP 13_25C-b1,810,02/10/23,23.9,48
JP 13_25C-b1,810,02/10/23,23.9,48
JP 13_25C-b1,1140,02/10/23,23.9,48
PE 05_25C-b1,330,02/10/23,23.9,48
PE 05_25C-b1,510,02/10/23,23.9,48
PE 05_25C-b1,810,02/10/23,23.9,48
PE 05_25C-b1,810,02/10/23,23.9,48
PE 05_25C-b1,1080,02/10/23,23.9,48
NE 12_25C-b1,270,06/10/23,23.8,50
NE 12_25C-b1,390,06/10/23,23.8,50
NE 12_25C-b1,570,06/10/23,23.8,50
NE 12_25C-b1,600,06/10/23,23.8,50
NE 12_25C-b1,630,06/10/23,23.8,50
RJ 04_25C-b1,420,06/10/23,23.8,50
RJ 04_25C-b1,480,06/10/23,23.8,50
RJ 04_25C-b1,630,06/10/23,23.8,50
RJ 04_25C-b1,1170,06/10/23,23.8,50
RJ 04_25C-b1,NA,06/10/23,23.8,50
JP 28_25C-b1,420,06/10/23,23.8,50
JP 28_25C-b1,660,06/10/23,23.8,50
JP 28_25C-b1,690,06/10/23,23.8,50
JP 28_25C-b1,720,06/10/23,23.8,50
JP 28_25C-b1,840,06/10/23,23.8,50
PE 02_25C-b1,300,06/10/23,23.8,50
PE 02_25C-b1,360,06/10/23,23.8,50
PE 02_25C-b1,570,06/10/23,23.8,50
PE 02_25C-b1,630,06/10/23,23.8,50
PE 02_25C-b1,630,06/10/23,23.8,50
NE 05_25C-b1,270,06/10/23,23.8,50
NE 05_25C-b1,300,06/10/23,23.8,50
NE 05_25C-b1,330,06/10/23,23.8,50
NE 05_25C-b1,480,06/10/23,23.8,50
NE 05_25C-b1,540,06/10/23,23.8,50
PE 04_25C-b1,390,06/10/23,23.8,50
PE 04_25C-b1,420,06/10/23,23.8,50
PE 04_25C-b1,600,06/10/23,23.8,50
PE 04_25C-b1,600,06/10/23,23.8,50
PE 04_25C-b1,600,06/10/23,23.8,50
RJ 09_25C-b1,420,06/10/23,23.8,50
RJ 09_25C-b1,480,06/10/23,23.8,50
RJ 09_25C-b1,510,06/10/23,23.8,50
RJ 09_25C-b1,540,06/10/23,23.8,50
RJ 09_25C-b1,540,06/10/23,23.8,50
JP 21_25C-b1,270,06/10/23,23.8,50
JP 21_25C-b1,420,06/10/23,23.8,50
JP 21_25C-b1,420,06/10/23,23.8,50
JP 21_25C-b1,780,06/10/23,23.8,50
JP 21_25C-b1,990,06/10/23,23.8,50
RJ 10_25C-b1,300,06/10/23,26.1,49
RJ 10_25C-b1,300,06/10/23,26.1,49
RJ 10_25C-b1,450,06/10/23,26.1,49
RJ 10_25C-b1,450,06/10/23,26.1,49
RJ 10_25C-b1,720,06/10/23,26.1,49
NE 07_25C-b1,240,06/10/23,26.1,49
NE 07_25C-b1,240,06/10/23,26.1,49
NE 07_25C-b1,270,06/10/23,26.1,49
NE 07_25C-b1,270,06/10/23,26.1,49
NE 07_25C-b1,NA,06/10/23,26.1,49
JP 03_25C-b1,660,06/10/23,26.1,49
JP 03_25C-b1,750,06/10/23,26.1,49
JP 03_25C-b1,990,06/10/23,26.1,49
JP 03_25C-b1,1380,06/10/23,26.1,49
JP 03_25C-b1,NA,06/10/23,26.1,49
PE 11_25C-b1,360,06/10/23,26.1,49
PE 11_25C-b1,360,06/10/23,26.1,49
PE 11_25C-b1,390,06/10/23,26.1,49
PE 11_25C-b1,NA,06/10/23,26.1,49
PE 11_25C-b1,NA,06/10/23,26.1,49
RJ 07_25C-b1,480,06/10/23,26.1,49
RJ 07_25C-b1,480,06/10/23,26.1,49
RJ 07_25C-b1,660,06/10/23,26.1,49
RJ 07_25C-b1,660,06/10/23,26.1,49
RJ 07_25C-b1,NA,06/10/23,26.1,49
JP 12_25C-b1,450,06/10/23,26.1,49
JP 12_25C-b1,630,06/10/23,26.1,49
JP 12_25C-b1,660,06/10/23,26.1,49
JP 12_25C-b1,690,06/10/23,26.1,49
JP 12_25C-b1,NA,06/10/23,26.1,49
PE 01_25C-b1,600,06/10/23,26.1,49
PE 01_25C-b1,660,06/10/23,26.1,49
PE 01_25C-b1,720,06/10/23,26.1,49
PE 01_25C-b1,720,06/10/23,26.1,49
PE 01_25C-b1,NA,06/10/23,26.1,49
PE 05_25C-b2,480,31/10/23,25.5,44
PE 05_25C-b2,510,31/10/23,25.5,44
PE 05_25C-b2,510,31/10/23,25.5,44
PE 05_25C-b2,690,31/10/23,25.5,44
PE 05_25C-b2,690,31/10/23,25.5,44
RJ 38_18C-b1,690,10/10/23,25.5,48
RJ 38_18C-b1,780,10/10/23,25.5,48
RJ 38_18C-b1,810,10/10/23,25.5,48
RJ 38_18C-b1,900,10/10/23,25.5,48
RJ 38_18C-b1,930,10/10/23,25.5,48
RJ 38_25C-b1,330,10/10/23,25.5,48
RJ 38_25C-b1,450,10/10/23,25.5,48
RJ 38_25C-b1,450,10/10/23,25.5,48
RJ 38_25C-b1,450,10/10/23,25.5,48
RJ 38_25C-b1,450,10/10/23,25.5,48
PE 25_25C-b1,270,10/10/23,25.5,48
PE 25_25C-b1,270,10/10/23,25.5,48
PE 25_25C-b1,300,10/10/23,25.5,48
PE 25_25C-b1,330,10/10/23,25.5,48
PE 25_25C-b1,NA,10/10/23,25.5,48
PE 25_18C-b1,420,10/10/23,25.5,48
PE 25_18C-b1,510,10/10/23,25.5,48
PE 25_18C-b1,600,10/10/23,25.5,48
PE 25_18C-b1,630,10/10/23,25.5,48
PE 25_18C-b1,690,10/10/23,25.5,48
NE 35_25C-b1,240,10/10/23,25.5,48
NE 35_25C-b1,270,10/10/23,25.5,48
NE 35_25C-b1,270,10/10/23,25.5,48
NE 35_25C-b1,270,10/10/23,25.5,48
NE 35_25C-b1,NA,10/10/23,25.5,48
NE 35_18C-b1,510,10/10/23,25.5,48
NE 35_18C-b1,570,10/10/23,25.5,48
NE 35_18C-b1,840,10/10/23,25.5,48
NE 35_18C-b1,840,10/10/23,25.5,48
NE 35_18C-b1,NA,10/10/23,25.5,48
JP 37_18C-b1,600,10/10/23,25.5,48
JP 37_18C-b1,750,10/10/23,25.5,48
JP 37_18C-b1,780,10/10/23,25.5,48
JP 37_18C-b1,870,10/10/23,25.5,48
JP 37_18C-b1,750,10/10/23,25.5,48
JP 37_25C-b1,510,10/10/23,25.5,48
JP 37_25C-b1,510,10/10/23,25.5,48
JP 37_25C-b1,630,10/10/23,25.5,48
JP 37_25C-b1,660,10/10/23,25.5,48
JP 37_25C-b1,660,10/10/23,25.5,48
JP 47_25C-b1,540,11/10/23,23.8,49
JP 47_25C-b1,540,11/10/23,23.8,49
JP 47_25C-b1,570,11/10/23,23.8,49
JP 47_25C-b1,NA,11/10/23,23.8,49
JP 47_25C-b1,NA,11/10/23,23.8,49
JP 47_18C-b1,540,11/10/23,23.8,49
JP 47_18C-b1,690,11/10/23,23.8,49
JP 47_18C-b1,690,11/10/23,23.8,49
JP 47_18C-b1,840,11/10/23,23.8,49
JP 47_18C-b1,840,11/10/23,23.8,49
NE 26_18C-b1,660,11/10/23,23.8,49
NE 26_18C-b1,660,11/10/23,23.8,49
NE 26_18C-b1,750,11/10/23,23.8,49
NE 26_18C-b1,720,11/10/23,23.8,49
NE 26_18C-b1,NA,11/10/23,23.8,49
NE 26_25C-b1,330,11/10/23,23.8,49
NE 26_25C-b1,330,11/10/23,23.8,49
NE 26_25C-b1,360,11/10/23,23.8,49
NE 26_25C-b1,360,11/10/23,23.8,49
NE 26_25C-b1,NA,11/10/23,23.8,49
RJ 40_18C-b1,720,11/10/23,23.8,49
RJ 40_18C-b1,750,11/10/23,23.8,49
RJ 40_18C-b1,750,11/10/23,23.8,49
RJ 40_18C-b1,870,11/10/23,23.8,49
RJ 40_18C-b1,990,11/10/23,23.8,49
RJ 40_25C-b1,570,11/10/23,23.8,49
RJ 40_25C-b1,600,11/10/23,23.8,49
RJ 40_25C-b1,690,11/10/23,23.8,49
RJ 40_25C-b1,720,11/10/23,23.8,49
RJ 40_25C-b1,NA,11/10/23,23.8,49
PE 17_25C-b1,510,11/10/23,23.8,49
PE 17_25C-b1,510,11/10/23,23.8,49
PE 17_25C-b1,510,11/10/23,23.8,49
PE 17_25C-b1,600,11/10/23,23.8,49
PE 17_25C-b1,630,11/10/23,23.8,49
PE 17_18C-b1,570,11/10/23,23.8,49
PE 17_18C-b1,780,11/10/23,23.8,49
PE 17_18C-b1,780,11/10/23,23.8,49
PE 17_18C-b1,840,11/10/23,23.8,49
PE 17_18C-b1,840,11/10/23,23.8,49
PE 03_18C-b2,480,31/10/23,25.5,44
PE 03_18C-b2,540,31/10/23,25.5,44
PE 03_18C-b2,570,31/10/23,25.5,44
PE 03_18C-b2,660,31/10/23,25.5,44
PE 03_18C-b2,690,31/10/23,25.5,44
PE 03_25C-b2,420,31/10/23,25.5,44
PE 03_25C-b2,480,31/10/23,25.5,44
PE 03_25C-b2,630,31/10/23,25.5,44
PE 03_25C-b2,660,31/10/23,25.5,44
PE 03_25C-b2,NA,31/10/23,25.5,44
NE 05_18C-b2,600,31/10/23,25.5,44
NE 05_18C-b2,600,31/10/23,25.5,44
NE 05_18C-b2,600,31/10/23,25.5,44
NE 05_18C-b2,630,31/10/23,25.5,44
NE 05_18C-b2,630,31/10/23,25.5,44
NE 05_25C-b2,360,31/10/23,25.5,44
NE 05_25C-b2,360,31/10/23,25.5,44
NE 05_25C-b2,420,31/10/23,25.5,44
NE 05_25C-b2,480,31/10/23,25.5,44
NE 05_25C-b2,NA,31/10/23,25.5,44
NE 07_18C-b2,510,31/10/23,25.5,44
NE 07_18C-b2,630,31/10/23,25.5,44
NE 07_18C-b2,630,31/10/23,25.5,44
NE 07_18C-b2,720,31/10/23,25.5,44
NE 07_18C-b2,900,31/10/23,25.5,44
NE 07_25C-b2,330,31/10/23,25.5,44
NE 07_25C-b2,360,31/10/23,25.5,44
NE 07_25C-b2,480,31/10/23,25.5,44
NE 07_25C-b2,NA,31/10/23,25.5,44
NE 07_25C-b2,NA,31/10/23,25.5,44
NE 04_25C-b2,300,31/10/23,25.5,44
NE 04_25C-b2,300,31/10/23,25.5,44
NE 04_25C-b2,300,31/10/23,25.5,44
NE 04_25C-b2,300,31/10/23,25.5,44
NE 04_25C-b2,NA,31/10/23,25.5,44
JP 10_18C-b2,600,31/10/23,25.5,44
JP 10_18C-b2,600,31/10/23,25.5,44
JP 10_18C-b2,840,31/10/23,25.5,44
JP 10_18C-b2,1050,31/10/23,25.5,44
JP 10_18C-b2,1050,31/10/23,25.5,44
JP 16_18C-b2,540,31/10/23,25.3,38
JP 16_18C-b2,540,31/10/23,25.3,38
JP 16_18C-b2,810,31/10/23,25.3,38
JP 16_18C-b2,810,31/10/23,25.3,38
JP 16_18C-b2,870,31/10/23,25.3,38
NE 01_25C-b2,420,31/10/23,25.3,38
NE 01_25C-b2,450,31/10/23,25.3,38
NE 01_25C-b2,450,31/10/23,25.3,38
NE 01_25C-b2,NA,31/10/23,25.3,38
NE 01_25C-b2,NA,31/10/23,25.3,38
NE 01_18C-b2,510,31/10/23,25.3,38
NE 01_18C-b2,510,31/10/23,25.3,38
NE 01_18C-b2,540,31/10/23,25.3,38
NE 01_18C-b2,540,31/10/23,25.3,38
NE 01_18C-b2,NA,31/10/23,25.3,38
JP 05_18C-b2,660,31/10/23,25.3,38
JP 05_18C-b2,720,31/10/23,25.3,38
JP 05_18C-b2,750,31/10/23,25.3,38
JP 05_18C-b2,750,31/10/23,25.3,38
JP 05_18C-b2,750,31/10/23,25.3,38
PE 02_25C-b2,270,31/10/23,25.3,38
PE 02_25C-b2,300,31/10/23,25.3,38
PE 02_25C-b2,300,31/10/23,25.3,38
PE 02_25C-b2,330,31/10/23,25.3,38
PE 02_25C-b2,NA,31/10/23,25.3,38
