lin,CCRT,dia,TR,umi
NE 17_18C-b5,NA,17/05/2024,23.1,45
JP 50_18C-b5,480,17/05/2024,23.1,45
JP 50_18C-b5,690,17/05/2024,23.1,45
JP 50_18C-b5,780,17/05/2024,23.1,45
JP 50_18C-b5,780,17/05/2024,23.1,45
JP 50_18C-b5,810,17/05/2024,23.1,45
JP 40_18C-b5,510,17/05/2024,23.1,45
JP 40_18C-b5,540,17/05/2024,23.1,45
JP 40_18C-b5,630,17/05/2024,23.1,45
JP 40_18C-b5,630,17/05/2024,23.1,45
JP 40_18C-b5,NA,17/05/2024,23.1,45
NE 44_18C-b5,330,17/05/2024,23.1,45
NE 44_18C-b5,360,17/05/2024,23.1,45
NE 44_18C-b5,360,17/05/2024,23.1,45
NE 44_18C-b5,360,17/05/2024,23.1,45
NE 44_18C-b5,390,17/05/2024,23.1,45
PE 18_18C-b5,450,17/05/2024,23.1,45
PE 18_18C-b5,480,17/05/2024,23.1,45
PE 18_18C-b5,510,17/05/2024,23.1,45
PE 18_18C-b5,510,17/05/2024,23.1,45
PE 18_18C-b5,NA,17/05/2024,23.1,45
NE 02_18C-b5,450,17/05/2024,23.1,45
NE 02_18C-b5,450,17/05/2024,23.1,45
NE 02_18C-b5,450,17/05/2024,23.1,45
NE 02_18C-b5,450,17/05/2024,23.1,45
NE 02_18C-b5,450,17/05/2024,23.1,45
NE 04_18C-b5,420,17/05/2024,23.1,45
NE 04_18C-b5,420,17/05/2024,23.1,45
NE 04_18C-b5,570,17/05/2024,23.1,45
NE 04_18C-b5,NA,17/05/2024,23.1,45
NE 04_18C-b5,NA,17/05/2024,23.1,45
PE 25_18C-b5,420,17/05/2024,23.1,45
PE 25_18C-b5,450,17/05/2024,23.1,45
PE 25_18C-b5,450,17/05/2024,23.1,45
PE 25_18C-b5,450,17/05/2024,23.1,45
PE 25_18C-b5,450,17/05/2024,23.1,45
NE 08_18C-b5,480,17/05/2024,23.1,45
NE 08_18C-b5,480,17/05/2024,23.1,45
NE 08_18C-b5,480,17/05/2024,23.1,45
NE 08_18C-b5,510,17/05/2024,23.1,45
NE 08_18C-b5,510,17/05/2024,23.1,45
NE 11_18C-b5,480,18/05/24,25.2,44
NE 11_18C-b5,480,18/05/24,25.2,44
NE 11_18C-b5,480,18/05/24,25.2,44
NE 11_18C-b5,510,18/05/24,25.2,44
NE 11_18C-b5,510,18/05/24,25.2,44
